fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-05-16,Baleares,1.134 ,0 ,169 ,0 ,,,,,,
2020-05-17,La Rioja,1.496 ,6 ,91 ,0 ,,,,,,
2020-05-17,País Vasco,7.015 ,4 ,578 ,0 ,,,,,,
2020-05-17,Navarra,2.045 ,0 ,136 ,0 ,,,,,,
2020-05-17,Murcia,676 ,0 ,112 ,0 ,,,,,,
2020-05-17,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-17,Madrid,42.227 ,70 ,3.584 ,7 ,,,,,,
2020-05-17,Galicia,2.926 ,3 ,332 ,0 ,,,,,,
2020-05-17,C. Valenciana,5.454 ,19 ,723 ,1 ,,,,,,
2020-05-17,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-17,Extremadura,1.775 ,3 ,110 ,1 ,,,,,,
2020-05-17,Castilla y León,8.690 ,41 ,550 ,1 ,,,,,,
2020-05-17,Andalucía,6.174 ,13 ,760 ,2 ,,,,,,
2020-05-17,Aragón,2.655 ,7 ,266 ,0 ,,,,,,
2020-05-17,Asturias,2.311 ,21 ,153 ,1 ,,,,,,
2020-05-17,Cataluña,29.449 ,110 ,3.062 ,13 ,,,,,,
2020-05-17,Canarias,939 ,0 ,178 ,0 ,,,,,,
2020-05-17,Cantabria,1.033 ,1 ,79 ,0 ,,,,,,
2020-05-17,Castilla La Mancha,9.054 ,27 ,637 ,1 ,,,,,,
2020-05-17,Baleares,1.136 ,2 ,170 ,1 ,,,,,,
2020-05-18,C. Valenciana,5.469 ,15 ,725 ,2 ,,,,,,
2020-05-18,La Rioja,1.496 ,0 ,91 ,0 ,,,,,,
2020-05-18,Navarra,2.045 ,0 ,136 ,0 ,,,,,,
2020-05-18,Murcia,678 ,2 ,112 ,0 ,,,,,,
2020-05-18,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-18,Madrid,42.283 ,56 ,3.594 ,10 ,,,,,,
2020-05-18,Galicia,2.934 ,8 ,332 ,0 ,,,,,,
2020-05-18,Extremadura,1.775 ,0 ,110 ,0 ,,,,,,
2020-05-18,País Vasco,7.016 ,1 ,578 ,0 ,,,,,,
2020-05-18,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-18,Castilla y León,8.717 ,27 ,551 ,1 ,,,,,,
2020-05-18,Andalucía,6.178 ,4 ,761 ,1 ,,,,,,
2020-05-18,Aragón,2.659 ,4 ,267 ,1 ,,,,,,
2020-05-18,Asturias,2.328 ,17 ,153 ,0 ,,,,,,
2020-05-18,Cataluña,29.421 ,21 ,2.957 ,0 ,,,,,,
2020-05-18,Canarias,942 ,3 ,178 ,0 ,,,,,,
2020-05-18,Cantabria,1.035 ,2 ,79 ,0 ,,,,,,
2020-05-18,Castilla La Mancha,9.066 ,12 ,637 ,0 ,,,,,,
2020-05-18,Baleares,1.136 ,0 ,169 ,0 ,,,,,,
2020-05-19,La Rioja,1.498 ,2 ,91 ,0 ,,,,,,
2020-05-19,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-19,Navarra,2.045 ,0 ,136 ,0 ,,,,,,
2020-05-19,Murcia,679 ,1 ,112 ,0 ,,,,,,
2020-05-19,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-19,Madrid,42.350 ,67 ,3.600 ,6 ,,,,,,
2020-05-19,Galicia,2.935 ,1 ,332 ,0 ,,,,,,
2020-05-19,Extremadura,1.778 ,3 ,110 ,0 ,,,,,,
2020-05-19,C. Valenciana,5.477 ,8 ,726 ,1 ,,,,,,
2020-05-19,País Vasco,7.021 ,5 ,578 ,0 ,,,,,,
2020-05-19,Cataluña,29.459 ,38 ,2.960 ,3 ,,,,,,
2020-05-19,Castilla La Mancha,9.082 ,16 ,638 ,1 ,,,,,,
2020-05-19,Cantabria,1.035 ,0 ,79 ,0 ,,,,,,
2020-05-19,Canarias,942 ,0 ,178 ,0 ,,,,,,
2020-05-19,Baleares,1.139 ,3 ,169 ,0 ,,,,,,
2020-05-19,Asturias,1.088 ,- ,119 ,- ,,,,,,
2020-05-19,Aragón,2.667 ,8 ,267 ,0 ,,,,,,
2020-05-19,Andalucía,6.180 ,2 ,761 ,0 ,,,,,,
2020-05-19,Castilla y León,8.729 ,12 ,551 ,0 ,,,,,,
2020-05-20,C. Valenciana,5.742 ,4 ,727 ,0 ,,,,,,
2020-05-20,Extremadura,1.780 ,1 ,110 ,0 ,,,,,,
2020-05-20,Galicia,2.939 ,4 ,334 ,2 ,,,,,,
2020-05-20,Madrid,42.422 ,72 ,3.610 ,10 ,,,,,,
2020-05-20,La Rioja,1.499 ,1 ,91 ,0 ,,,,,,
2020-05-20,Murcia,679 ,0 ,112 ,0 ,,,,,,
2020-05-20,Navarra,2.048 ,3 ,136 ,0 ,,,,,,
2020-05-20,País Vasco,7.024 ,3 ,578 ,0 ,,,,,,
2020-05-20,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-20,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-20,Castilla y León,8.734 ,5 ,555 ,4 ,,,,,,
2020-05-20,Castilla La Mancha,9.122 ,40 ,639 ,1 ,,,,,,
2020-05-20,Andalucía,6.196 ,14 ,764 ,4 ,,,,,,
2020-05-20,Aragón,2.667 ,0 ,267 ,0 ,,,,,,
2020-05-20,Asturias,1.089 ,1 ,119 ,0 ,,,,,,
2020-05-20,Cataluña,29.497 ,38 ,2.969 ,9 ,,,,,,
2020-05-20,Canarias,943 ,1 ,179 ,1 ,,,,,,
2020-05-20,Cantabria,1.036 ,1 ,79 ,0 ,,,,,,
2020-05-20,Baleares,1.144 ,5 ,169 ,0 ,,,,,,
2020-05-21,La Rioja,1.504 ,5 ,91 ,0 ,,,,,,
2020-05-21,País Vasco,7.032 ,8 ,578 ,0 ,,,,,,
2020-05-21,Navarra,2.048 ,0 ,136 ,0 ,,,,,,
2020-05-21,Murcia,680 ,1 ,112 ,0 ,,,,,,
2020-05-21,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-21,Madrid,42.497 ,75 ,3.617 ,7 ,,,,,,
2020-05-21,Galicia,2.943 ,4 ,334 ,0 ,,,,,,
2020-05-21,C. Valenciana,5.747 ,5 ,730 ,3 ,,,,,,
2020-05-21,Ceuta,11 ,0 ,4 ,0 ,,,,,,
2020-05-21,Extremadura,1.780 ,0 ,110 ,0 ,,,,,,
2020-05-21,Castilla y León,8.735 ,1 ,561 ,6 ,,,,,,
2020-05-21,Andalucía,6.210 ,14 ,766 ,2 ,,,,,,
2020-05-21,Aragón,2.442 ,8 ,256 ,1 ,,,,,,
2020-05-21,Asturias,1.089 ,0 ,121 ,0 ,,,,,,
2020-05-21,Cataluña,29.497 ,- ,2.969 ,- ,,,,,,
2020-05-21,Canarias,944 ,1 ,179 ,0 ,,,,,,
2020-05-21,Cantabria,1.036 ,0 ,79 ,0 ,,,,,,
2020-05-21,Castilla La Mancha,9.138 ,16 ,639 ,0 ,,,,,,
2020-05-21,Baleares,1.144 ,2 ,169 ,1 ,,,,,,
2020-05-22,C. Valenciana,5.747 ,0 ,731 ,1 ,,,,,,
2020-05-22,La Rioja,1.505 ,1 ,91 ,0 ,,,,,,
2020-05-22,Navarra,2.049 ,1 ,136 ,0 ,,,,,,
2020-05-22,Murcia,679 ,0 ,112 ,5 ,,,,,,
2020-05-22,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-22,Madrid,42.573 ,76 ,3.627 ,10 ,,,,,,
2020-05-22,Galicia,2.947 ,4 ,334 ,0 ,,,,,,
2020-05-22,Extremadura,1.780 ,0 ,110 ,0 ,,,,,,
2020-05-22,País Vasco,7.035 ,3 ,578 ,0 ,,,,,,
2020-05-22,Ceuta,12 ,1 ,4 ,0 ,,,,,,
2020-05-22,Castilla y León,8.745 ,5 ,557 ,2 ,,,,,,
2020-05-22,Andalucía,6.215 ,5 ,767 ,1 ,,,,,,
2020-05-22,Aragón,2.447 ,5 ,256 ,0 ,,,,,,
2020-05-22,Asturias,1.090 ,1 ,121 ,0 ,,,,,,
2020-05-22,Cataluña,29.497 ,0 ,2.969 ,0 ,,,,,,
2020-05-22,Canarias,943 ,0 ,179 ,0 ,,,,,,
2020-05-22,Cantabria,1.038 ,2 ,79 ,0 ,,,,,,
2020-05-22,Castilla La Mancha,9.157 ,19 ,640 ,1 ,,,,,,
2020-05-22,Baleares,1.139 ,0 ,168 ,0 ,,,,,,
2020-05-23,La Rioja,1.505 ,0 ,91 ,0 ,,,,,,
2020-05-23,Ceuta,12 ,0 ,4 ,0 ,,,,,,
2020-05-23,Navarra,2.050 ,1 ,137 ,1 ,,,,,,
2020-05-23,Murcia,685 ,6 ,112 ,0 ,,,,,,
2020-05-23,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-23,Madrid,42.632 ,59 ,3.634 ,7 ,,,,,,
2020-05-23,Galicia,2.952 ,5 ,335 ,1 ,,,,,,
2020-05-23,Extremadura,1.782 ,2 ,110 ,0 ,,,,,,
2020-05-23,C. Valenciana,5.738 ,0 ,733 ,2 ,,,,,,
2020-05-23,País Vasco,7.039 ,4 ,578 ,0 ,,,,,,
2020-05-23,Cataluña,29.497 ,0 ,2.969 ,0 ,,,,,,
2020-05-23,Castilla La Mancha,9.178 ,21 ,641 ,1 ,,,,,,
2020-05-23,Cantabria,1.039 ,1 ,79 ,0 ,,,,,,
2020-05-23,Canarias,942 ,0 ,179 ,0 ,,,,,,
2020-05-23,Baleares,1.141 ,2 ,168 ,0 ,,,,,,
2020-05-23,Asturias,1.092 ,2 ,121 ,0 ,,,,,,
2020-05-23,Aragón,2.451 ,4 ,257 ,1 ,,,,,,
2020-05-23,Andalucía,6.229 ,14 ,766 ,0 ,,,,,,
2020-05-23,Castilla y León,8.749 ,4 ,557 ,0 ,,,,,,
2020-05-24,C. Valenciana,5.739 ,1 ,733 ,0 ,,,,,,
2020-05-24,Extremadura,1.781 ,0 ,110 ,0 ,,,,,,
2020-05-24,Galicia,2.953 ,1 ,336 ,1 ,,,,,,
2020-05-24,Madrid,42.692 ,60 ,3.635 ,1 ,,,,,,
2020-05-24,País Vasco,7.042 ,3 ,578 ,0 ,,,,,,
2020-05-24,Murcia,685 ,0 ,112 ,0 ,,,,,,
2020-05-24,Navarra,2.050 ,0 ,137 ,0 ,,,,,,
2020-05-24,La Rioja,1.505 ,0 ,91 ,0 ,,,,,,
2020-05-24,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-24,Ceuta,12 ,0 ,4 ,0 ,,,,,,
2020-05-24,Castilla y León,8.751 ,2 ,557 ,0 ,,,,,,
2020-05-24,Castilla La Mancha,9.195 ,17 ,642 ,1 ,,,,,,
2020-05-24,Andalucía,6.230 ,1 ,766 ,0 ,,,,,,
2020-05-24,Aragón,2.452 ,1 ,257 ,0 ,,,,,,
2020-05-24,Asturias,1.095 ,0 ,121 ,0 ,,,,,,
2020-05-24,Cataluña,29.497 ,- ,2.969 ,- ,,,,,,
2020-05-24,Canarias,942 ,0 ,179 ,0 ,,,,,,
2020-05-24,Cantabria,1.039 ,0 ,79 ,0 ,,,,,,
2020-05-24,Baleares,1.141 ,0 ,168 ,0 ,,,,,,
2020-05-25,La Rioja,1.480 ,5 ,91 ,0 ,,,,,,
2020-05-25,C. Valenciana,5.398 ,23 ,718 ,1 ,,,,,,
2020-05-25,Navarra,2.033 ,1 ,135 ,0 ,,,,,,
2020-05-25,Murcia,667 ,0 ,112 ,0 ,,,,,,
2020-05-25,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-25,Madrid,41.872 ,94 ,3.536 ,3 ,,,,,,
2020-05-25,Galicia,2.916 ,6 ,328 ,0 ,,,,,,
2020-05-25,Extremadura,1.758 ,13 ,110 ,0 ,,,,,,
2020-05-25,País Vasco,6.950 ,9 ,574 ,0 ,,,,,,
2020-05-25,Ceuta,12 ,1 ,4 ,0 ,,,,,,
2020-05-25,Castilla y León,8.546 ,25 ,547 ,0 ,,,,,,
2020-05-25,Castilla La Mancha,8.964 ,22 ,626 ,2 ,,,,,,
2020-05-25,Cantabria,1.032 ,2 ,79 ,0 ,,,,,,
2020-05-25,Canarias,943 ,5 ,179 ,1 ,,,,,,
2020-05-25,Baleares,1.140 ,7 ,165 ,0 ,,,,,,
2020-05-25,Asturias,1.090 ,3 ,121 ,0 ,,,,,,
2020-05-25,Aragón,2.632 ,17 ,267 ,1 ,,,,,,
2020-05-25,Andalucía,6.131 ,22 ,750 ,3 ,,,,,,
2020-05-25,Cataluña,28.831 ,1 ,2.953 ,0 ,,,,,,
2020-05-26,C. Valenciana,5.403 ,14 ,719 ,1 ,,,,,,
2020-05-26,Extremadura,1.761 ,11 ,110 ,0 ,,,,,,
2020-05-26,Galicia,2.917 ,3 ,328 ,0 ,,,,,,
2020-05-26,Madrid,41.913 ,78 ,3.538 ,1 ,,,,,,
2020-05-26,La Rioja,1.483 ,4 ,91 ,0 ,,,,,,
2020-05-26,Murcia,674 ,1 ,112 ,0 ,,,,,,
2020-05-26,Navarra,2.034 ,0 ,135 ,0 ,,,,,,
2020-05-26,País Vasco,6.955 ,10 ,574 ,0 ,,,,,,
2020-05-26,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-26,Ceuta,13 ,1 ,4 ,0 ,,,,,,
2020-05-26,Castilla y León,8.553 ,24 ,547 ,0 ,,,,,,
2020-05-26,Castilla La Mancha,9.225 ,22 ,645 ,3 ,,,,,,
2020-05-26,Cantabria,1.031 ,1 ,79 ,0 ,,,,,,
2020-05-26,Canarias,946 ,5 ,179 ,1 ,,,,,,
2020-05-26,Baleares,1.163 ,7 ,165 ,0 ,,,,,,
2020-05-26,Asturias,1.097 ,2 ,122 ,0 ,,,,,,
2020-05-26,Aragón,2.634 ,11 ,267 ,2 ,,,,,,
2020-05-26,Andalucía,6.246 ,25 ,770 ,4 ,,,,,,
2020-05-26,Cataluña,29.090 ,37 ,2.976 ,0 ,,,,,,
2020-05-27,C. Valenciana,5.739 ,10 ,719 ,1 ,,,,,,
2020-05-27,Extremadura,1.765 ,9 ,110 ,0 ,,,,,,
2020-05-27,Galicia,2.917 ,2 ,329 ,1 ,,,,,,
2020-05-27,Madrid,41.945 ,88 ,3.544 ,3 ,,,,,,
2020-05-27,País Vasco,6.956 ,10 ,574 ,0 ,,,,,,
2020-05-27,Murcia,674 ,1 ,112 ,0 ,,,,,,
2020-05-27,Navarra,2.034 ,0 ,135 ,0 ,,,,,,
2020-05-27,La Rioja,1.483 ,3 ,91 ,0 ,,,,,,
2020-05-27,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-27,Ceuta,12 ,2 ,4 ,0 ,,,,,,
2020-05-27,Castilla y León,8.563 ,27 ,547 ,0 ,,,,,,
2020-05-27,Castilla La Mancha,9.251 ,22 ,647 ,3 ,,,,,,
2020-05-27,Cantabria,1.042 ,3 ,79 ,0 ,,,,,,
2020-05-27,Canarias,946 ,3 ,179 ,0 ,,,,,,
2020-05-27,Baleares,1.163 ,6 ,165 ,0 ,,,,,,
2020-05-27,Asturias,1.099 ,4 ,122 ,0 ,,,,,,
2020-05-27,Aragón,2.642 ,19 ,267 ,2 ,,,,,,
2020-05-27,Andalucía,6.245 ,20 ,770 ,2 ,,,,,,
2020-05-27,Cataluña,29.137 ,54 ,2.977 ,1 ,,,,,,
2020-05-28,Cataluña,29.220 ,76 ,2.978 ,1 ,,,,,,
2020-05-28,Madrid,41.972 ,94 ,3.544 ,3 ,,,,,,
2020-05-28,Galicia,2.917 ,1 ,329 ,1 ,,,,,,
2020-05-28,Extremadura,1.765 ,9 ,110 ,0 ,,,,,,
2020-05-28,C. Valenciana,5.744 ,9 ,733 ,1 ,,,,,,
2020-05-28,Ceuta,12 ,2 ,4 ,0 ,,,,,,
2020-05-28,Castilla y León,8.568 ,27 ,547 ,0 ,,,,,,
2020-05-28,La Rioja,1.483 ,3 ,91 ,0 ,,,,,,
2020-05-28,Cantabria,1.042 ,5 ,79 ,0 ,,,,,,
2020-05-28,Canarias,946 ,3 ,179 ,0 ,,,,,,
2020-05-28,Baleares,1.163 ,6 ,165 ,0 ,,,,,,
2020-05-28,Asturias,1.098 ,3 ,122 ,0 ,,,,,,
2020-05-28,Aragón,2.643 ,14 ,267 ,1 ,,,,,,
2020-05-28,Andalucía,6.260 ,13 ,770 ,1 ,,,,,,
2020-05-28,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-28,Castilla La Mancha,9.254 ,23 ,647 ,3 ,,,,,,
2020-05-28,Murcia,680 ,1 ,112 ,0 ,,,,,,
2020-05-28,Navarra,2.036 ,2 ,135 ,0 ,,,,,,
2020-05-28,País Vasco,6.957 ,10 ,574 ,0 ,,,,,,
2020-05-29,La Rioja,1.484 ,4 ,91 ,0 ,,,,,,
2020-05-29,País Vasco,6.957 ,10 ,574 ,0 ,,,,,,
2020-05-29,Navarra,2.036 ,2 ,135 ,0 ,,,,,,
2020-05-29,Murcia,680 ,0 ,112 ,0 ,,,,,,
2020-05-29,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-29,Madrid,41.993 ,89 ,3.544 ,2 ,,,,,,
2020-05-29,Extremadura,1.766 ,9 ,110 ,0 ,,,,,,
2020-05-29,C. Valenciana,5.739 ,10 ,735 ,1 ,,,,,,
2020-05-29,Ceuta,12 ,1 ,4 ,0 ,,,,,,
2020-05-29,Galicia,2.918 ,1 ,329 ,1 ,,,,,,
2020-05-29,Castilla y León,8.576 ,30 ,547 ,0 ,,,,,,
2020-05-29,Cataluña,29.254 ,68 ,2.982 ,2 ,,,,,,
2020-05-29,Aragón,2.643 ,14 ,267 ,1 ,,,,,,
2020-05-29,Asturias,1.097 ,2 ,122 ,0 ,,,,,,
2020-05-29,Baleares,1.163 ,1 ,165 ,0 ,,,,,,
2020-05-29,Andalucía,6.261 ,11 ,770 ,1 ,,,,,,
2020-05-29,Cantabria,1.042 ,5 ,79 ,0 ,,,,,,
2020-05-29,Castilla La Mancha,9.280 ,26 ,649 ,4 ,,,,,,
2020-05-29,Canarias,946 ,3 ,179 ,0 ,,,,,,
2020-05-30,C. Valenciana,5.747 ,7 ,735 ,1 ,,,,,,
2020-05-30,La Rioja,1.484 ,4 ,91 ,0 ,,,,,,
2020-05-30,País Vasco,6.959 ,11 ,574 ,0 ,,,,,,
2020-05-30,Navarra,2.036 ,2 ,135 ,0 ,,,,,,
2020-05-30,Murcia,683 ,3 ,112 ,0 ,,,,,,
2020-05-30,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-30,Madrid,42.011 ,88 ,3.544 ,1 ,,,,,,
2020-05-30,Extremadura,1.768 ,3 ,110 ,0 ,,,,,,
2020-05-30,Ceuta,12 ,1 ,4 ,0 ,,,,,,
2020-05-30,Galicia,2.919 ,2 ,329 ,0 ,,,,,,
2020-05-30,Castilla y León,8.581 ,31 ,548 ,1 ,,,,,,
2020-05-30,Andalucía,6.261 ,7 ,772 ,1 ,,,,,,
2020-05-30,Aragón,2.644 ,13 ,267 ,0 ,,,,,,
2020-05-30,Asturias,1.097 ,2 ,122 ,0 ,,,,,,
2020-05-30,Baleares,1.168 ,6 ,165 ,0 ,,,,,,
2020-05-30,Cataluña,29.291 ,73 ,2.984 ,2 ,,,,,,
2020-05-30,Cantabria,1.042 ,4 ,79 ,0 ,,,,,,
2020-05-30,Castilla La Mancha,9.292 ,25 ,650 ,3 ,,,,,,
2020-05-30,Canarias,948 ,5 ,180 ,1 ,,,,,,
2020-05-31,La Rioja,1.484 ,4 ,91 ,0 ,,,,,,
2020-05-31,Ceuta,12 ,1 ,4 ,0 ,,,,,,
2020-05-31,Navarra,2.037 ,3 ,135 ,0 ,,,,,,
2020-05-31,Murcia,683 ,3 ,112 ,0 ,,,,,,
2020-05-31,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-05-31,Madrid,42.014 ,77 ,3.544 ,1 ,,,,,,
2020-05-31,Galicia,2.924 ,3 ,329 ,0 ,,,,,,
2020-05-31,Extremadura,1.768 ,3 ,110 ,0 ,,,,,,
2020-05-31,C. Valenciana,5.747 ,5 ,735 ,0 ,,,,,,
2020-05-31,País Vasco,6.959 ,9 ,574 ,0 ,,,,,,
2020-05-31,Cataluña,29.132 ,54 ,2.976 ,2 ,,,,,,
2020-05-31,Castilla La Mancha,9.303 ,22 ,651 ,2 ,,,,,,
2020-05-31,Cantabria,1.043 ,5 ,79 ,0 ,,,,,,
2020-05-31,Canarias,949 ,6 ,180 ,1 ,,,,,,
2020-05-31,Baleares,1.168 ,5 ,165 ,0 ,,,,,,
2020-05-31,Asturias,1.107 ,6 ,124 ,0 ,,,,,,
2020-05-31,Aragón,2.645 ,13 ,267 ,0 ,,,,,,
2020-05-31,Andalucía,6.262 ,6 ,772 ,1 ,,,,,,
2020-05-31,Castilla y León,8.590 ,38 ,549 ,2 ,,,,,,
2020-06-01,Extremadura,1.768 ,4 ,109 ,0 ,,,,,,
2020-06-01,Madrid,42.017 ,69 ,3.544 ,1 ,,,,,,
2020-06-01,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-06-01,C. Valenciana,5.747 ,4 ,735 ,0 ,,,,,,
2020-06-01,Navarra,2.037 ,2 ,135 ,0 ,,,,,,
2020-06-01,País Vasco,6.961 ,11 ,574 ,0 ,,,,,,
2020-06-01,La Rioja,1.484 ,3 ,91 ,0 ,,,,,,
2020-06-01,Murcia,677 ,3 ,112 ,0 ,,,,,,
2020-06-01,Ceuta,13 ,2 ,4 ,0 ,,,,,,
2020-06-01,Galicia,2.927 ,7 ,329 ,0 ,,,,,,
2020-06-01,Castilla y León,8.593 ,39 ,549 ,2 ,,,,,,
2020-06-01,Andalucía,6.263 ,6 ,772 ,1 ,,,,,,
2020-06-01,Aragón,2.645 ,11 ,267 ,0 ,,,,,,
2020-06-01,Asturias,1.107 ,6 ,124 ,0 ,,,,,,
2020-06-01,Baleares,1.164 ,1 ,165 ,0 ,,,,,,
2020-06-01,Cataluña,29.133 ,47 ,2.976 ,1 ,,,,,,
2020-06-01,Cantabria,1.043 ,5 ,79 ,0 ,,,,,,
2020-06-01,Castilla La Mancha,9.307 ,19 ,651 ,3 ,,,,,,
2020-06-01,Canarias,949 ,6 ,180 ,1 ,,,,,,
2020-06-02,Extremadura,1.772 ,7 ,110 ,0 ,,,,,,
2020-06-02,La Rioja,1.484 ,2 ,91 ,0 ,,,,,,
2020-06-02,País Vasco,6.961 ,9 ,574 ,0 ,,,,,,
2020-06-02,Navarra,2.038 ,3 ,136 ,1 ,,,,,,
2020-06-02,Murcia,677 ,3 ,112 ,0 ,,,,,,
2020-06-02,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-06-02,Madrid,42.041 ,73 ,3.546 ,1 ,,,,,,
2020-06-02,Galicia,2.930 ,6 ,329 ,0 ,,,,,,
2020-06-02,C. Valenciana,5.745 ,4 ,735 ,0 ,,,,,,
2020-06-02,Ceuta,14 ,2 ,4 ,0 ,,,,,,
2020-06-02,Cataluña,29.142 ,38 ,2.976 ,0 ,,,,,,
2020-06-02,Castilla y León,8.599 ,38 ,550 ,3 ,,,,,,
2020-06-02,Castilla La Mancha,9.314 ,20 ,651 ,4 ,,,,,,
2020-06-02,Cantabria,1.045 ,4 ,79 ,0 ,,,,,,
2020-06-02,Canarias,950 ,4 ,180 ,1 ,,,,,,
2020-06-02,Baleares,1.186 ,1 ,171 ,0 ,,,,,,
2020-06-02,Asturias,1.108 ,7 ,124 ,0 ,,,,,,
2020-06-02,Aragón,2.656 ,12 ,270 ,0 ,,,,,,
2020-06-02,Andalucía,6.268 ,10 ,772 ,1 ,,,,,,
2020-06-03,C. Valenciana,5.745 ,6 ,736 ,0 ,,,,,,
2020-06-03,Extremadura,1.772 ,5 ,110 ,0 ,,,,,,
2020-06-03,Galicia,2.930 ,6 ,329 ,0 ,,,,,,
2020-06-03,Madrid,42.041 ,53 ,3.546 ,0 ,,,,,,
2020-06-03,País Vasco,6.962 ,7 ,574 ,0 ,,,,,,
2020-06-03,Murcia,677 ,3 ,112 ,0 ,,,,,,
2020-06-03,Navarra,2.038 ,3 ,136 ,1 ,,,,,,
2020-06-03,Ceuta,14 ,2 ,4 ,0 ,,,,,,
2020-06-03,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-06-03,La Rioja,1.484 ,2 ,91 ,0 ,,,,,,
2020-06-03,Cataluña,29.154 ,39 ,2.977 ,1 ,,,,,,
2020-06-03,Castilla La Mancha,9.323 ,16 ,651 ,3 ,,,,,,
2020-06-03,Andalucía,6.275 ,17 ,772 ,1 ,,,,,,
2020-06-03,Aragón,2.657 ,12 ,270 ,0 ,,,,,,
2020-06-03,Asturias,1.110 ,9 ,124 ,0 ,,,,,,
2020-06-03,Castilla y León,8.606 ,32 ,550 ,3 ,,,,,,
2020-06-03,Canarias,949 ,4 ,180 ,1 ,,,,,,
2020-06-03,Cantabria,1.046 ,4 ,79 ,0 ,,,,,,
2020-06-03,Baleares,1.186 ,1 ,171 ,0 ,,,,,,
2020-06-04,La Rioja,1.484 ,1 ,91 ,0 ,,,,,,
2020-06-04,Ceuta,14 ,2 ,4 ,0 ,,,,,,
2020-06-04,Navarra,2.038 ,2 ,136 ,1 ,,,,,,
2020-06-04,Murcia,680 ,3 ,112 ,0 ,,,,,,
2020-06-04,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-06-04,Madrid,42.068 ,35 ,3.550 ,3 ,,,,,,
2020-06-04,Galicia,2.932 ,7 ,329 ,0 ,,,,,,
2020-06-04,Extremadura,1.772 ,3 ,110 ,0 ,,,,,,
2020-06-04,C. Valenciana,5.794 ,3 ,740 ,0 ,,,,,,
2020-06-04,País Vasco,6.963 ,5 ,574 ,0 ,,,,,,
2020-06-04,Cataluña,29.168 ,20 ,2.978 ,0 ,,,,,,
2020-06-04,Castilla La Mancha,9.337 ,8 ,653 ,2 ,,,,,,
2020-06-04,Cantabria,1.046 ,3 ,79 ,0 ,,,,,,
2020-06-04,Canarias,948 ,3 ,180 ,1 ,,,,,,
2020-06-04,Baleares,1.186 ,1 ,171 ,0 ,,,,,,
2020-06-04,Asturias,1.110 ,6 ,124 ,0 ,,,,,,
2020-06-04,Aragón,2.659 ,8 ,270 ,0 ,,,,,,
2020-06-04,Andalucía,6.299 ,19 ,772 ,0 ,,,,,,
2020-06-04,Castilla y León,8.685 ,37 ,550 ,4 ,,,,,,
2020-06-05,Extremadura,1.772 ,3 ,110 ,0 ,,,,,,
2020-06-05,Madrid,42.079 ,38 ,3.551 ,4 ,,,,,,
2020-06-05,Melilla,44 ,0 ,3 ,0 ,,,,,,
2020-06-05,La Rioja,1.485 ,0 ,91 ,0 ,,,,,,
2020-06-05,Navarra,2.038 ,2 ,136 ,1 ,,,,,,
2020-06-05,País Vasco,6.963 ,5 ,574 ,0 ,,,,,,
2020-06-05,C. Valenciana,5.791 ,4 ,740 ,0 ,,,,,,
2020-06-05,Murcia,682 ,1 ,112 ,0 ,,,,,,
2020-06-05,Cataluña,29.175 ,16 ,2.979 ,0 ,,,,,,
2020-06-05,Galicia,2.932 ,5 ,329 ,0 ,,,,,,
2020-06-05,Ceuta,14 ,2 ,4 ,0 ,,,,,,
2020-06-05,Castilla La Mancha,9.345 ,11 ,656 ,3 ,,,,,,
2020-06-05,Cantabria,1.047 ,3 ,79 ,0 ,,,,,,
2020-06-05,Castilla y León,8.686 ,30 ,551 ,3 ,,,,,,
2020-06-05,Canarias,948 ,4 ,180 ,1 ,,,,,,
2020-06-05,Baleares,1.166 ,2 ,168 ,0 ,,,,,,
2020-06-05,Asturias,1.110 ,6 ,125 ,0 ,,,,,,
