,ccaa,fallecidos,fecha
2330,Galicia,652,4/9/2020
2331,Madrid,8728,4/9/2020
2332,Melilla,3,4/9/2020
2333,Murcia,157,4/9/2020
2334,Navarra,536,4/9/2020
2335,País Vasco,1580,4/9/2020
2336,La Rioja,374,4/9/2020
2337,Andalucía,1537,7/9/2020
2338,Aragón,1212,7/9/2020
2339,Asturias,337,7/9/2020
2340,Baleares,245,7/9/2020
2341,Canarias,185,7/9/2020
2342,Cantabria,226,7/9/2020
2343,Castilla La Mancha,3051,7/9/2020
2344,Castilla y León,2863,7/9/2020
2345,Cataluña,5769,7/9/2020
2346,Ceuta,5,7/9/2020
2347,C. Valenciana,1485,7/9/2020
2348,Extremadura,533,7/9/2020
2349,Galicia,660,7/9/2020
2350,Madrid,8748,7/9/2020
2351,Melilla,3,7/9/2020
2352,Murcia,160,7/9/2020
2353,Navarra,540,7/9/2020
2354,País Vasco,1580,7/9/2020
2355,La Rioja,377,7/9/2020
2356,Andalucía,1545,8/9/2020
2357,Aragón,1212,8/9/2020
2358,Asturias,338,8/9/2020
2359,Baleares,249,8/9/2020
2360,Canarias,187,8/9/2020
2361,Cantabria,227,8/9/2020
2362,Castilla La Mancha,3053,8/9/2020
2363,Castilla y León,2872,8/9/2020
2364,Cataluña,5770,8/9/2020
2365,Ceuta,6,8/9/2020
2366,C. Valenciana,1494,8/9/2020
2367,Extremadura,533,8/9/2020
2368,Galicia,662,8/9/2020
2369,Madrid,8780,8/9/2020
2370,Melilla,3,8/9/2020
2371,Murcia,162,8/9/2020
2372,Navarra,540,8/9/2020
2373,País Vasco,1582,8/9/2020
2374,La Rioja,379,8/9/2020
2375,Andalucía,1550,9/9/2020
2376,Aragón,1212,9/9/2020
2377,Asturias,338,9/9/2020
2378,Baleares,250,9/9/2020
2379,Canarias,189,9/9/2020
2380,Cantabria,227,9/9/2020
2381,Castilla La Mancha,3052,9/9/2020
2382,Castilla y León,2873,9/9/2020
2383,Cataluña,5773,9/9/2020
2384,Ceuta,6,9/9/2020
2385,C. Valenciana,1501,9/9/2020
2386,Extremadura,538,9/9/2020
2387,Galicia,663,9/9/2020
2388,Madrid,8782,9/9/2020
2389,Melilla,3,9/9/2020
2390,Murcia,164,9/9/2020
2391,Navarra,540,9/9/2020
2392,País Vasco,1587,9/9/2020
2393,La Rioja,380,9/9/2020
2394,Andalucía,1566,10/9/2020
2395,Aragón,1212,10/9/2020
2396,Asturias,338,10/9/2020
2397,Baleares,253,10/9/2020
2398,Canarias,189,10/9/2020
2399,Cantabria,227,10/9/2020
2400,Castilla La Mancha,3052,10/9/2020
2401,Castilla y León,2878,10/9/2020
2402,Cataluña,5773,10/9/2020
2403,Ceuta,7,10/9/2020
2404,C. Valenciana,1501,10/9/2020
2405,Extremadura,538,10/9/2020
2406,Galicia,670,10/9/2020
2407,Madrid,8817,10/9/2020
2408,Melilla,3,10/9/2020
2409,Murcia,167,10/9/2020
2410,Navarra,540,10/9/2020
2411,País Vasco,1587,10/9/2020
2412,La Rioja,381,10/9/2020
2413,Andalucía,1573,11/9/2020
2414,Aragón,1212,11/9/2020
2415,Asturias,338,11/9/2020
2416,Baleares,258,11/9/2020
2417,Canarias,189,11/9/2020
2418,Cantabria,227,11/9/2020
2419,Castilla La Mancha,3052,11/9/2020
2420,Castilla y León,2883,11/9/2020
2421,Cataluña,5780,11/9/2020
2422,Ceuta,7,11/9/2020
2423,C. Valenciana,1515,11/9/2020
2424,Extremadura,538,11/9/2020
2425,Galicia,674,11/9/2020
2426,Madrid,8818,11/9/2020
2427,Melilla,3,11/9/2020
2428,Murcia,169,11/9/2020
2429,Navarra,542,11/9/2020
2430,País Vasco,1587,11/9/2020
2431,La Rioja,382,11/9/2020
2432,Andalucía,1593,14/9/2020
2433,Aragón,1212,14/9/2020
2434,Asturias,339,14/9/2020
2435,Baleares,259,14/9/2020
2436,Canarias,194,14/9/2020
2437,Cantabria,227,14/9/2020
2438,Castilla La Mancha,3057,14/9/2020
2439,Castilla y León,2900,14/9/2020
2440,Cataluña,5780,14/9/2020
2441,Ceuta,8,14/9/2020
2442,C. Valenciana,1517,14/9/2020
2443,Extremadura,538,14/9/2020
2444,Galicia,687,14/9/2020
2445,Madrid,8843,14/9/2020
2446,Melilla,3,14/9/2020
2447,Murcia,173,14/9/2020
2448,Navarra,547,14/9/2020
2449,País Vasco,1587,14/9/2020
2450,La Rioja,384,14/9/2020
2451,Andalucía,1614,15/9/2020
2452,Aragón,1212,15/9/2020
2453,Asturias,340,15/9/2020
2454,Baleares,264,15/9/2020
2455,Canarias,200,15/9/2020
2456,Cantabria,227,15/9/2020
2457,Castilla La Mancha,3058,15/9/2020
2458,Castilla y León,2912,15/9/2020
2459,Cataluña,5780,15/9/2020
2460,Ceuta,8,15/9/2020
2461,C. Valenciana,1521,15/9/2020
2462,Extremadura,538,15/9/2020
2463,Galicia,692,15/9/2020
2464,Madrid,8925,15/9/2020
2465,Melilla,4,15/9/2020
2466,Murcia,178,15/9/2020
2467,Navarra,548,15/9/2020
2468,País Vasco,1596,15/9/2020
2469,La Rioja,387,15/9/2020
2470,Andalucía,1631,16/9/2020
2471,Aragón,1212,16/9/2020
2472,Asturias,340,16/9/2020
2473,Baleares,268,16/9/2020
2474,Canarias,205,16/9/2020
2475,Cantabria,228,16/9/2020
2476,Castilla La Mancha,3059,16/9/2020
2477,Castilla y León,2920,16/9/2020
2478,Cataluña,5787,16/9/2020
2479,Ceuta,9,16/9/2020
2480,C. Valenciana,1531,16/9/2020
2481,Extremadura,540,16/9/2020
2482,Galicia,695,16/9/2020
2483,Madrid,8955,16/9/2020
2484,Melilla,4,16/9/2020
2485,Murcia,178,16/9/2020
2486,Navarra,549,16/9/2020
2487,País Vasco,1745,16/9/2020
2488,La Rioja,387,16/9/2020
2489,Andalucía,1656,17/9/2020
2490,Aragón,1302,17/9/2020
2491,Asturias,341,17/9/2020
2492,Baleares,269,17/9/2020
2493,Canarias,207,17/9/2020
2494,Cantabria,228,17/9/2020
2495,Castilla La Mancha,3062,17/9/2020
2496,Castilla y León,2925,17/9/2020
2497,Cataluña,5796,17/9/2020
2498,Ceuta,9,17/9/2020
2499,C. Valenciana,1534,17/9/2020
2500,Extremadura,540,17/9/2020
2501,Galicia,698,17/9/2020
2502,Madrid,8970,17/9/2020
2503,Melilla,4,17/9/2020
2504,Murcia,178,17/9/2020
2505,Navarra,550,17/9/2020
2506,País Vasco,1745,17/9/2020
2507,La Rioja,391,17/9/2020
2508,Andalucía,1662,18/9/2020
2509,Aragón,1302,18/9/2020
2510,Asturias,341,18/9/2020
2511,Baleares,270,18/9/2020
2512,Canarias,209,18/9/2020
2513,Cantabria,231,18/9/2020
2514,Castilla La Mancha,3065,18/9/2020
2515,Castilla y León,2931,18/9/2020
2516,Cataluña,5797,18/9/2020
2517,Ceuta,9,18/9/2020
2518,C. Valenciana,1541,18/9/2020
2519,Extremadura,544,18/9/2020
2520,Galicia,702,18/9/2020
2521,Madrid,8999,18/9/2020
2522,Melilla,4,18/9/2020
2523,Murcia,193,18/9/2020
2524,Navarra,553,18/9/2020
2525,País Vasco,1749,18/9/2020
2526,La Rioja,393,18/9/2020
2527,Andalucía,1690,21/9/2020
2528,Aragón,1335,21/9/2020
2529,Asturias,341,21/9/2020
2530,Baleares,277,21/9/2020
2531,Canarias,214,21/9/2020
2532,Cantabria,232,21/9/2020
2533,Castilla La Mancha,3071,21/9/2020
2534,Castilla y León,2948,21/9/2020
2535,Cataluña,5802,21/9/2020
2536,Ceuta,10,21/9/2020
2537,C. Valenciana,1550,21/9/2020
2538,Extremadura,549,21/9/2020
2539,Galicia,718,21/9/2020
2540,Madrid,9023,21/9/2020
2541,Melilla,4,21/9/2020
2542,Murcia,193,21/9/2020
2543,Navarra,556,21/9/2020
2544,País Vasco,1751,21/9/2020
2545,La Rioja,399,21/9/2020
2546,Andalucía,1702,22/9/2020
2547,Aragón,1335,22/9/2020
2548,Asturias,342,22/9/2020
2549,Baleares,279,22/9/2020
2550,Canarias,216,22/9/2020
2551,Cantabria,232,22/9/2020
2552,Castilla La Mancha,3075,22/9/2020
2553,Castilla y León,2965,22/9/2020
2554,Cataluña,5808,22/9/2020
2555,Ceuta,10,22/9/2020
2556,C. Valenciana,1553,22/9/2020
2557,Extremadura,550,22/9/2020
2558,Galicia,720,22/9/2020
2559,Madrid,9129,22/9/2020
2560,Melilla,4,22/9/2020
2561,Murcia,195,22/9/2020
2562,Navarra,561,22/9/2020
2563,País Vasco,1824,22/9/2020
2564,La Rioja,404,22/9/2020
2565,Andalucía,1714,23/9/2020
2566,Aragón,1360,23/9/2020
2567,Asturias,342,23/9/2020
2568,Baleares,285,23/9/2020
2569,Canarias,218,23/9/2020
2570,Cantabria,232,23/9/2020
2571,Castilla La Mancha,3080,23/9/2020
2572,Castilla y León,2970,23/9/2020
2573,Cataluña,5823,23/9/2020
2574,Ceuta,10,23/9/2020
2575,C. Valenciana,1566,23/9/2020
2576,Extremadura,557,23/9/2020
2577,Galicia,721,23/9/2020
2578,Madrid,9161,23/9/2020
2579,Melilla,4,23/9/2020
2580,Murcia,197,23/9/2020
2581,Navarra,562,23/9/2020
2582,País Vasco,1825,23/9/2020
2583,La Rioja,407,23/9/2020
2584,Andalucía,1714,24/9/2020
2585,Aragón,1360,24/9/2020
2586,Asturias,342,24/9/2020
2587,Baleares,286,24/9/2020
2588,Canarias,218,24/9/2020
2589,Cantabria,232,24/9/2020
2590,Castilla La Mancha,3093,24/9/2020
2591,Castilla y León,2988,24/9/2020
2592,Cataluña,5824,24/9/2020
2593,Ceuta,10,24/9/2020
2594,C. Valenciana,1574,24/9/2020
2595,Extremadura,562,24/9/2020
2596,Galicia,723,24/9/2020
2597,Madrid,9190,24/9/2020
2598,Melilla,4,24/9/2020
2599,Murcia,200,24/9/2020
2600,Navarra,562,24/9/2020
2601,País Vasco,1828,24/9/2020
2602,La Rioja,408,24/9/2020
2603,Andalucía,1744,25/9/2020
2604,Aragón,1360,25/9/2020
2605,Asturias,343,25/9/2020
2606,Baleares,287,25/9/2020
2607,Canarias,220,25/9/2020
2608,Cantabria,233,25/9/2020
2609,Castilla La Mancha,3111,25/9/2020
2610,Castilla y León,2994,25/9/2020
2611,Cataluña,5829,25/9/2020
2612,Ceuta,10,25/9/2020
2613,C. Valenciana,1583,25/9/2020
2614,Extremadura,564,25/9/2020
2615,Galicia,726,25/9/2020
2616,Madrid,9213,25/9/2020
2617,Melilla,4,25/9/2020
2618,Murcia,201,25/9/2020
2619,Navarra,563,25/9/2020
2620,País Vasco,1838,25/9/2020
2621,La Rioja,409,25/9/2020
2622,Andalucía,1780,28/9/2020
2623,Aragón,1360,28/9/2020
2624,Asturias,344,28/9/2020
2625,Baleares,289,28/9/2020
2626,Canarias,232,28/9/2020
2627,Cantabria,234,28/9/2020
2628,Castilla La Mancha,3135,28/9/2020
2629,Castilla y León,3020,28/9/2020
2630,Cataluña,5835,28/9/2020
2631,Ceuta,10,28/9/2020
2632,C. Valenciana,1587,28/9/2020
2633,Extremadura,570,28/9/2020
2634,Galicia,733,28/9/2020
2635,Madrid,9246,28/9/2020
2636,Melilla,4,28/9/2020
2637,Murcia,202,28/9/2020
2638,Navarra,569,28/9/2020
2639,País Vasco,1848,28/9/2020
2640,La Rioja,413,28/9/2020
2641,Andalucía,1805,29/9/2020
2642,Aragón,1360,29/9/2020
2643,Asturias,344,29/9/2020
2644,Baleares,291,29/9/2020
2645,Canarias,232,29/9/2020
2646,Cantabria,234,29/9/2020
2647,Castilla La Mancha,3152,29/9/2020
2648,Castilla y León,3032,29/9/2020
2649,Cataluña,5837,29/9/2020
2650,Ceuta,10,29/9/2020
2651,C. Valenciana,1595,29/9/2020
2652,Extremadura,574,29/9/2020
2653,Galicia,734,29/9/2020
2654,Madrid,9353,29/9/2020
2655,Melilla,4,29/9/2020
2656,Murcia,211,29/9/2020
2657,Navarra,571,29/9/2020
2658,País Vasco,1860,29/9/2020
2659,La Rioja,415,29/9/2020
2660,Andalucía,1827,30/9/2020
2661,Aragón,1360,30/9/2020
2662,Asturias,346,30/9/2020
2663,Baleares,297,30/9/2020
2664,Canarias,232,30/9/2020
2665,Cantabria,235,30/9/2020
2666,Castilla La Mancha,3178,30/9/2020
2667,Castilla y León,3053,30/9/2020
2668,Cataluña,5838,30/9/2020
2669,Ceuta,10,30/9/2020
2670,C. Valenciana,1600,30/9/2020
2671,Extremadura,577,30/9/2020
2672,Galicia,739,30/9/2020
2673,Madrid,9409,30/9/2020
2674,Melilla,4,30/9/2020
2675,Murcia,213,30/9/2020
2676,Navarra,573,30/9/2020
2677,País Vasco,1883,30/9/2020
2678,La Rioja,417,30/9/2020
2679,Andalucía,1845,1/10/2020
2680,Aragón,1411,1/10/2020
2681,Asturias,349,1/10/2020
2682,Baleares,299,1/10/2020
2683,Canarias,232,1/10/2020
2684,Cantabria,235,1/10/2020
2685,Castilla La Mancha,3196,1/10/2020
2686,Castilla y León,3064,1/10/2020
2687,Cataluña,5847,1/10/2020
2688,Ceuta,10,1/10/2020
2689,C. Valenciana,1607,1/10/2020
2690,Extremadura,581,1/10/2020
2691,Galicia,746,1/10/2020
2692,Madrid,9450,1/10/2020
2693,Melilla,4,1/10/2020
2694,Murcia,215,1/10/2020
2695,Navarra,574,1/10/2020
2696,País Vasco,1889,1/10/2020
2697,La Rioja,419,1/10/2020
2698,Andalucía,1867,2/10/2020
2699,Aragón,1411,2/10/2020
2700,Asturias,349,2/10/2020
2701,Baleares,300,2/10/2020
2702,Canarias,236,2/10/2020
2703,Cantabria,235,2/10/2020
2704,Castilla La Mancha,3211,2/10/2020
2705,Castilla y León,3076,2/10/2020
2706,Cataluña,5851,2/10/2020
2707,Ceuta,10,2/10/2020
2708,C. Valenciana,1613,2/10/2020
2709,Extremadura,590,2/10/2020
2710,Galicia,748,2/10/2020
2711,Madrid,9473,2/10/2020
2712,Melilla,5,2/10/2020
2713,Murcia,218,2/10/2020
2714,Navarra,578,2/10/2020
2715,País Vasco,1894,2/10/2020
2716,La Rioja,421,2/10/2020
2717,Andalucía,1885,5/10/2020
2718,Aragón,1411,5/10/2020
2719,Asturias,350,5/10/2020
2720,Baleares,304,5/10/2020
2721,Canarias,237,5/10/2020
2722,Cantabria,237,5/10/2020
2723,Castilla La Mancha,3220,5/10/2020
2724,Castilla y León,3108,5/10/2020
2725,Cataluña,5853,5/10/2020
2726,Ceuta,11,5/10/2020
2727,C. Valenciana,1617,5/10/2020
2728,Extremadura,600,5/10/2020
2729,Galicia,758,5/10/2020
2730,Madrid,9502,5/10/2020
2731,Melilla,5,5/10/2020
2732,Murcia,223,5/10/2020
2733,Navarra,583,5/10/2020
2734,País Vasco,1896,5/10/2020
2735,La Rioja,425,5/10/2020
2736,Andalucía,1933,6/10/2020
2737,Aragón,1411,6/10/2020
2738,Asturias,350,6/10/2020
2739,Baleares,309,6/10/2020
2740,Canarias,239,6/10/2020
2741,Cantabria,237,6/10/2020
2742,Castilla La Mancha,3225,6/10/2020
2743,Castilla y León,3129,6/10/2020
2744,Cataluña,5858,6/10/2020
2745,Ceuta,11,6/10/2020
2746,C. Valenciana,1623,6/10/2020
2747,Extremadura,608,6/10/2020
2748,Galicia,766,6/10/2020
2749,Madrid,9628,6/10/2020
2750,Melilla,5,6/10/2020
2751,Murcia,223,6/10/2020
2752,Navarra,600,6/10/2020
2753,País Vasco,1906,6/10/2020
2754,La Rioja,425,6/10/2020
2755,Andalucía,1941,7/10/2020
2756,Aragón,1411,7/10/2020
2757,Asturias,351,7/10/2020
2758,Baleares,310,7/10/2020
2759,Canarias,239,7/10/2020
2760,Cantabria,237,7/10/2020
2761,Castilla La Mancha,3235,7/10/2020
2762,Castilla y León,3149,7/10/2020
2763,Cataluña,5861,7/10/2020
2764,Ceuta,11,7/10/2020
2765,C. Valenciana,1634,7/10/2020
2766,Extremadura,617,7/10/2020
2767,Galicia,768,7/10/2020
2768,Madrid,9634,7/10/2020
2769,Melilla,6,7/10/2020
2770,Murcia,224,7/10/2020
2771,Navarra,603,7/10/2020
2772,País Vasco,1906,7/10/2020
2773,La Rioja,425,7/10/2020
2774,Andalucía,1965,8/10/2020
2775,Aragón,1412,8/10/2020
2776,Asturias,351,8/10/2020
2777,Baleares,313,8/10/2020
2778,Canarias,240,8/10/2020
2779,Cantabria,237,8/10/2020
2780,Castilla La Mancha,3244,8/10/2020
2781,Castilla y León,3179,8/10/2020
2782,Cataluña,5865,8/10/2020
2783,Ceuta,11,8/10/2020
2784,C. Valenciana,1640,8/10/2020
2785,Extremadura,621,8/10/2020
2786,Galicia,773,8/10/2020
2787,Madrid,9637,8/10/2020
2788,Melilla,6,8/10/2020
2789,Murcia,226,8/10/2020
2790,Navarra,607,8/10/2020
2791,País Vasco,1936,8/10/2020
2792,La Rioja,425,8/10/2020
2793,Andalucía,1979,9/10/2020
2794,Aragón,1470,9/10/2020
2795,Asturias,354,9/10/2020
2796,Baleares,316,9/10/2020
2797,Canarias,241,9/10/2020
2798,Cantabria,237,9/10/2020
2799,Castilla La Mancha,3254,9/10/2020
2800,Castilla y León,3199,9/10/2020
2801,Cataluña,5875,9/10/2020
2802,Ceuta,11,9/10/2020
2803,C. Valenciana,1644,9/10/2020
2804,Extremadura,622,9/10/2020
2805,Galicia,777,9/10/2020
2806,Madrid,9739,9/10/2020
2807,Melilla,6,9/10/2020
2808,Murcia,231,9/10/2020
2809,Navarra,611,9/10/2020
2810,País Vasco,1937,9/10/2020
2811,La Rioja,426,9/10/2020
2812,Andalucía,2020,12/10/2020
2813,Aragón,1481,12/10/2020
2814,Asturias,356,12/10/2020
2815,Baleares,316,12/10/2020
2816,Canarias,247,12/10/2020
2817,Cantabria,237,12/10/2020
2818,Castilla La Mancha,3266,12/10/2020
2819,Castilla y León,3232,12/10/2020
2820,Cataluña,5883,12/10/2020
2821,Ceuta,12,12/10/2020
2822,C. Valenciana,1645,12/10/2020
2823,Extremadura,630,12/10/2020
2824,Galicia,785,12/10/2020
2825,Madrid,9786,12/10/2020
2826,Melilla,8,12/10/2020
2827,Murcia,236,12/10/2020
2828,Navarra,618,12/10/2020
2829,País Vasco,1937,12/10/2020
2830,La Rioja,429,12/10/2020
2831,Andalucía,2020,13/10/2020
2832,Aragón,1485,13/10/2020
2833,Asturias,357,13/10/2020
2834,Baleares,316,13/10/2020
2835,Canarias,248,13/10/2020
2836,Cantabria,240,13/10/2020
2837,Castilla La Mancha,3267,13/10/2020
2838,Castilla y León,3241,13/10/2020
2839,Cataluña,5883,13/10/2020
2840,Ceuta,12,13/10/2020
2841,C. Valenciana,1647,13/10/2020
2842,Extremadura,632,13/10/2020
2843,Galicia,790,13/10/2020
2844,Madrid,9789,13/10/2020
2845,Melilla,9,13/10/2020
2846,Murcia,239,13/10/2020
2847,Navarra,625,13/10/2020
2848,País Vasco,1974,13/10/2020
2849,La Rioja,430,13/10/2020
2850,Andalucía,2053,14/10/2020
2851,Aragón,1495,14/10/2020
2852,Asturias,361,14/10/2020
2853,Baleares,321,14/10/2020
2854,Canarias,250,14/10/2020
2855,Cantabria,240,14/10/2020
2856,Castilla La Mancha,3277,14/10/2020
2857,Castilla y León,3280,14/10/2020
2858,Cataluña,5890,14/10/2020
2859,Ceuta,12,14/10/2020
2860,C. Valenciana,1663,14/10/2020
2861,Extremadura,637,14/10/2020
2862,Galicia,800,14/10/2020
2863,Madrid,9837,14/10/2020
2864,Melilla,9,14/10/2020
2865,Murcia,253,14/10/2020
2866,Navarra,627,14/10/2020
2867,País Vasco,1973,14/10/2020
2868,La Rioja,435,14/10/2020
2869,Andalucía,2065,15/10/2020
2870,Aragón,1501,15/10/2020
2871,Asturias,364,15/10/2020
2872,Baleares,325,15/10/2020
2873,Canarias,250,15/10/2020
2874,Cantabria,240,15/10/2020
2875,Castilla La Mancha,3304,15/10/2020
2876,Castilla y León,3297,15/10/2020
2877,Cataluña,5895,15/10/2020
2878,Ceuta,12,15/10/2020
2879,C. Valenciana,1673,15/10/2020
2880,Extremadura,642,15/10/2020
2881,Galicia,805,15/10/2020
2882,Madrid,9876,15/10/2020
2883,Melilla,9,15/10/2020
2884,Murcia,254,15/10/2020
2885,Navarra,633,15/10/2020
2886,País Vasco,1974,15/10/2020
2887,La Rioja,434,15/10/2020
2888,Andalucía,2094,16/10/2020
2889,Aragón,1508,16/10/2020
2890,Asturias,365,16/10/2020
2891,Baleares,327,16/10/2020
2892,Canarias,251,16/10/2020
2893,Cantabria,242,16/10/2020
2894,Castilla La Mancha,3322,16/10/2020
2895,Castilla y León,3307,16/10/2020
2896,Cataluña,5909,16/10/2020
2897,Ceuta,12,16/10/2020
2898,C. Valenciana,1680,16/10/2020
2899,Extremadura,646,16/10/2020
2900,Galicia,812,16/10/2020
2901,Madrid,9979,16/10/2020
2902,Melilla,10,16/10/2020
2903,Murcia,257,16/10/2020
2904,Navarra,639,16/10/2020
2905,País Vasco,1979,16/10/2020
2906,La Rioja,436,16/10/2020
2907,Andalucía,2137,19/10/2020
2908,Aragón,1528,19/10/2020
2909,Asturias,371,19/10/2020
2910,Baleares,327,19/10/2020
2911,Canarias,257,19/10/2020
2912,Cantabria,247,19/10/2020
2913,Castilla La Mancha,3330,19/10/2020
2914,Castilla y León,3346,19/10/2020
2915,Cataluña,5913,19/10/2020
2916,Ceuta,13,19/10/2020
2917,C. Valenciana,1685,19/10/2020
2918,Extremadura,651,19/10/2020
2919,Galicia,825,19/10/2020
2920,Madrid,10014,19/10/2020
2921,Melilla,10,19/10/2020
2922,Murcia,261,19/10/2020
2923,Navarra,652,19/10/2020
2924,País Vasco,1986,19/10/2020
2925,La Rioja,439,19/10/2020
2926,Andalucía,2176,20/10/2020
2927,Aragón,1541,20/10/2020
2928,Asturias,371,20/10/2020
2929,Baleares,332,20/10/2020
2930,Canarias,259,20/10/2020
2931,Cantabria,247,20/10/2020
2932,Castilla La Mancha,3331,20/10/2020
2933,Castilla y León,3380,20/10/2020
2934,Cataluña,5919,20/10/2020
2935,Ceuta,13,20/10/2020
2936,C. Valenciana,1687,20/10/2020
2937,Extremadura,656,20/10/2020
2938,Galicia,834,20/10/2020
2939,Madrid,10059,20/10/2020
2940,Melilla,11,20/10/2020
2941,Murcia,270,20/10/2020
2942,Navarra,657,20/10/2020
2943,País Vasco,2027,20/10/2020
2944,La Rioja,440,20/10/2020
2945,Andalucía,2182,21/10/2020
2946,Aragón,1543,21/10/2020
2947,Asturias,377,21/10/2020
2948,Baleares,336,21/10/2020
2949,Canarias,265,21/10/2020
2950,Cantabria,247,21/10/2020
2951,Castilla La Mancha,3333,21/10/2020
2952,Castilla y León,3400,21/10/2020
2953,Cataluña,5927,21/10/2020
2954,Ceuta,13,21/10/2020
2955,C. Valenciana,1702,21/10/2020
2956,Extremadura,660,21/10/2020
2957,Galicia,842,21/10/2020
2958,Madrid,10123,21/10/2020
2959,Melilla,11,21/10/2020
2960,Murcia,274,21/10/2020
2961,Navarra,664,21/10/2020
2962,País Vasco,2027,21/10/2020
2963,La Rioja,440,21/10/2020
2964,Andalucía,2.270,23/10/2020
2965,Aragón,1566,23/10/2020
2966,Asturias,391,23/10/2020
2967,Baleares,352,23/10/2020
2968,Canarias,267,23/10/2020
2969,Cantabria,248,23/10/2020
2970,Castilla La Mancha,3.338,23/10/2020
2971,Castilla y León,3.446,23/10/2020
2972,Cataluña,5.960,23/10/2020
2973,Ceuta,13,23/10/2020
2974,C. Valenciana,1.719,23/10/2020
2975,Extremadura,676,23/10/2020
2976,Galicia,859,23/10/2020
2977,Madrid,10.211,23/10/2020
2978,Melilla,11,23/10/2020
2979,Murcia,283,23/10/2020
2980,Navarra,668,23/10/2020
2981,País Vasco,2.032,23/10/2020
2982,La Rioja,442,23/10/2020
2983,Andalucía,2.314,26/10/2020
2984,Aragón,1598,26/10/2020
2985,Asturias,409,26/10/2020
2986,Baleares,356,26/10/2020
2987,Canarias,270,26/10/2020
2988,Cantabria,248,26/10/2020
2989,Castilla La Mancha,3.349,26/10/2020
2990,Castilla y León,3.502,26/10/2020
2991,Cataluña,5.961,26/10/2020
2992,Ceuta,16,26/10/2020
2993,C. Valenciana,1.727,26/10/2020
2994,Extremadura,687,26/10/2020
2995,Galicia,882,26/10/2020
2996,Madrid,10.247,26/10/2020
2997,Melilla,11,26/10/2020
2998,Murcia,288,26/10/2020
2999,Navarra,675,26/10/2020
3000,País Vasco,2.038,26/10/2020
3001,La Rioja,453,26/10/2020
3002,Andalucía,2.370,27/10/2020
3003,Aragón,1613,27/10/2020
3004,Asturias,414,27/10/2020
3005,Baleares,357,27/10/2020
3006,Canarias,273,27/10/2020
3007,Cantabria,250,27/10/2020
3008,Castilla La Mancha,3.367,27/10/2020
3009,Castilla y León,3.528,27/10/2020
3010,Cataluña,5.968,27/10/2020
3011,Ceuta,16,27/10/2020
3012,C. Valenciana,1.737,27/10/2020
3013,Extremadura,697,27/10/2020
3014,Galicia,884,27/10/2020
3015,Madrid,10.327,27/10/2020
3016,Melilla,11,27/10/2020
3017,Murcia,299,27/10/2020
3018,Navarra,687,27/10/2020
3019,País Vasco,2.046,27/10/2020
3020,La Rioja,454,27/10/2020
3021,Andalucía,2.402,28/10/2020
3022,Aragón,1620,28/10/2020
3023,Asturias,419,28/10/2020
3024,Baleares,357,28/10/2020
3025,Canarias,277,28/10/2020
3026,Cantabria,251,28/10/2020
3027,Castilla La Mancha,3.383,28/10/2020
3028,Castilla y León,3.549,28/10/2020
3029,Cataluña,5.972,28/10/2020
3030,Ceuta,16,28/10/2020
3031,C. Valenciana,1.751,28/10/2020
3032,Extremadura,701,28/10/2020
3033,Galicia,895,28/10/2020
3034,Madrid,10.350,28/10/2020
3035,Melilla,12,28/10/2020
3036,Murcia,300,28/10/2020
3037,Navarra,694,28/10/2020
3038,País Vasco,2.061,28/10/2020
3039,La Rioja,456,28/10/2020
3040,Andalucía,2.432,29/10/2020
3041,Aragón,1627,29/10/2020
3042,Asturias,427,29/10/2020
3043,Baleares,357,29/10/2020
3044,Canarias,278,29/10/2020
3045,Cantabria,252,29/10/2020
3046,Castilla La Mancha,3.405,29/10/2020
3047,Castilla y León,3.567,29/10/2020
3048,Cataluña,5.977,29/10/2020
3049,Ceuta,18,29/10/2020
3050,C. Valenciana,1.762,29/10/2020
3051,Extremadura,703,29/10/2020
3052,Galicia,895,29/10/2020
3053,Madrid,10.403,29/10/2020
3054,Melilla,12,29/10/2020
3055,Murcia,306,29/10/2020
3056,Navarra,699,29/10/2020
3057,País Vasco,2.061,29/10/2020
3058,La Rioja,458,29/10/2020
3059,Andalucía,2.470,30/10/2020
3060,Aragón,1654,30/10/2020
3061,Asturias,437,30/10/2020
3062,Baleares,362,30/10/2020
3063,Canarias,282,30/10/2020
3064,Cantabria,252,30/10/2020
3065,Castilla La Mancha,3.425,30/10/2020
3066,Castilla y León,3.599,30/10/2020
3067,Cataluña,5.991,30/10/2020
3068,Ceuta,19,30/10/2020
3069,C. Valenciana,1.773,30/10/2020
3070,Extremadura,714,30/10/2020
3071,Galicia,904,30/10/2020
3072,Madrid,10.419,30/10/2020
3073,Melilla,12,30/10/2020
3074,Murcia,317,30/10/2020
3075,Navarra,703,30/10/2020
3076,País Vasco,2.082,30/10/2020
3077,La Rioja,463,30/10/2020
3078,Andalucía,2.570,2/11/2020
3079,Aragón,1691,2/11/2020
3080,Asturias,466,2/11/2020
3081,Baleares,363,2/11/2020
3082,Canarias,286,2/11/2020
3083,Cantabria,255,2/11/2020
3084,Castilla La Mancha,3.437,2/11/2020
3085,Castilla y León,3.659,2/11/2020
3086,Cataluña,6.001,2/11/2020
3087,Ceuta,23,2/11/2020
3088,C. Valenciana,1.782,2/11/2020
3089,Extremadura,732,2/11/2020
3090,Galicia,934,2/11/2020
