"","Fecha","Provincia","Isla","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"1630","28/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1631","28/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1632","29/03/2020","Santa Cruz de Tenerife","Tenerife",267,49,1
"1633","29/03/2020","Las Palmas","Gran Canaria",94,32,0
"1634","29/03/2020","Las Palmas","Fuerteventura",0,2,0
"1635","29/03/2020","Las Palmas","Lanzarote",20,6,0
"1636","29/03/2020","Santa Cruz de Tenerife","La Palma",9,4,0
"1637","29/03/2020","Santa Cruz de Tenerife","El Hierro",3,0,0
"1638","29/03/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1639","29/04/2020","Santa Cruz de Tenerife","Tenerife",117,28,0
"1640","29/04/2020","Las Palmas","Gran Canaria",20,12,0
"1641","29/04/2020","Las Palmas","Fuerteventura",0,2,0
"1642","29/04/2020","Las Palmas","Lanzarote",1,4,0
"1643","29/04/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1644","29/04/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1645","29/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1646","29/05/2020","Santa Cruz de Tenerife","Tenerife",32,4,0
"1647","29/05/2020","Las Palmas","Gran Canaria",9,3,0
"1648","29/05/2020","Las Palmas","Fuerteventura",0,0,0
"1649","29/05/2020","Las Palmas","Lanzarote",2,0,0
"1650","29/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1651","29/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1652","29/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1653","29/06/2020","Santa Cruz de Tenerife","Tenerife",13,1,0
"1654","29/06/2020","Las Palmas","Gran Canaria",1,3,0
"1655","29/06/2020","Las Palmas","Fuerteventura",0,0,0
"1656","29/06/2020","Las Palmas","Lanzarote",0,0,0
"1657","29/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1658","29/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1659","29/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1660","29/07/2020","Santa Cruz de Tenerife","Tenerife",21,2,0
"1661","29/07/2020","Las Palmas","Gran Canaria",4,0,0
"1662","29/07/2020","Las Palmas","Fuerteventura",0,0,0
"1663","29/07/2020","Las Palmas","Lanzarote",0,1,0
"1664","29/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1665","29/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1666","29/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1667","29/08/2020","Santa Cruz de Tenerife","Tenerife",30,6,0
"1668","29/08/2020","Las Palmas","Gran Canaria",125,27,0
"1669","29/08/2020","Las Palmas","Fuerteventura",1,1,0
"1670","29/08/2020","Las Palmas","Lanzarote",11,1,0
"1671","29/08/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1672","29/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1673","29/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1674","29/09/2020","Santa Cruz de Tenerife","Tenerife",73,21,0
"1675","29/09/2020","Las Palmas","Gran Canaria",120,37,1
"1676","29/09/2020","Las Palmas","Fuerteventura",6,2,0
"1677","29/09/2020","Las Palmas","Lanzarote",5,2,0
"1678","29/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1679","29/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1680","29/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1681","29/10/2020","Santa Cruz de Tenerife","Tenerife",110,28,0
"1682","29/10/2020","Las Palmas","Gran Canaria",54,18,0
"1683","29/10/2020","Las Palmas","Fuerteventura",3,0,0
"1684","29/10/2020","Las Palmas","Lanzarote",0,1,0
"1685","29/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1686","29/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1687","29/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1688","29/11/2020","Santa Cruz de Tenerife","Tenerife",119,24,0
"1689","29/11/2020","Las Palmas","Gran Canaria",52,18,0
"1690","29/11/2020","Las Palmas","Fuerteventura",2,1,0
"1691","29/11/2020","Las Palmas","Lanzarote",3,0,0
"1692","29/11/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1693","29/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1694","29/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1695","30/03/2020","Santa Cruz de Tenerife","Tenerife",257,51,0
"1696","30/03/2020","Las Palmas","Gran Canaria",92,33,0
"1697","30/03/2020","Las Palmas","Fuerteventura",0,2,0
"1698","30/03/2020","Las Palmas","Lanzarote",19,8,0
"1699","30/03/2020","Santa Cruz de Tenerife","La Palma",14,5,0
"1700","30/03/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1701","30/03/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1702","30/04/2020","Santa Cruz de Tenerife","Tenerife",113,29,0
"1703","30/04/2020","Las Palmas","Gran Canaria",16,11,0
"1704","30/04/2020","Las Palmas","Fuerteventura",1,2,0
"1705","30/04/2020","Las Palmas","Lanzarote",1,4,0
"1706","30/04/2020","Santa Cruz de Tenerife","La Palma",4,0,0
"1707","30/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1708","30/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1709","30/05/2020","Santa Cruz de Tenerife","Tenerife",33,5,0
"1710","30/05/2020","Las Palmas","Gran Canaria",7,3,0
"1711","30/05/2020","Las Palmas","Fuerteventura",2,0,0
"1712","30/05/2020","Las Palmas","Lanzarote",2,0,0
"1713","30/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1714","30/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1715","30/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1716","30/06/2020","Santa Cruz de Tenerife","Tenerife",10,1,0
"1717","30/06/2020","Las Palmas","Gran Canaria",1,3,0
"1718","30/06/2020","Las Palmas","Fuerteventura",0,0,0
"1719","30/06/2020","Las Palmas","Lanzarote",0,0,0
"1720","30/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1721","30/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1722","30/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1723","30/07/2020","Santa Cruz de Tenerife","Tenerife",20,1,0
"1724","30/07/2020","Las Palmas","Gran Canaria",4,0,0
"1725","30/07/2020","Las Palmas","Fuerteventura",0,0,0
"1726","30/07/2020","Las Palmas","Lanzarote",0,1,0
"1727","30/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1728","30/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1729","30/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1730","30/08/2020","Santa Cruz de Tenerife","Tenerife",37,6,0
"1731","30/08/2020","Las Palmas","Gran Canaria",134,25,0
"1732","30/08/2020","Las Palmas","Fuerteventura",1,1,0
"1733","30/08/2020","Las Palmas","Lanzarote",12,1,0
"1734","30/08/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1735","30/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1736","30/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1737","30/09/2020","Santa Cruz de Tenerife","Tenerife",63,20,0
"1738","30/09/2020","Las Palmas","Gran Canaria",115,38,0
"1739","30/09/2020","Las Palmas","Fuerteventura",4,3,0
"1740","30/09/2020","Las Palmas","Lanzarote",4,2,0
"1741","30/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1742","30/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1743","30/09/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1744","30/10/2020","Santa Cruz de Tenerife","Tenerife",102,27,0
"1745","30/10/2020","Las Palmas","Gran Canaria",55,16,0
"1746","30/10/2020","Las Palmas","Fuerteventura",3,0,0
"1747","30/10/2020","Las Palmas","Lanzarote",0,1,0
"1748","30/10/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1749","30/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1750","30/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1751","30/11/2020","Santa Cruz de Tenerife","Tenerife",117,24,0
"1752","30/11/2020","Las Palmas","Gran Canaria",48,18,0
"1753","30/11/2020","Las Palmas","Fuerteventura",2,0,0
"1754","30/11/2020","Las Palmas","Lanzarote",4,0,0
"1755","30/11/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1756","30/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1757","30/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1758","31/03/2020","Santa Cruz de Tenerife","Tenerife",225,55,0
"1759","31/03/2020","Las Palmas","Gran Canaria",83,36,0
"1760","31/03/2020","Las Palmas","Fuerteventura",2,1,0
"1761","31/03/2020","Las Palmas","Lanzarote",16,8,0
"1762","31/03/2020","Santa Cruz de Tenerife","La Palma",9,5,0
"1763","31/03/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1764","31/03/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1765","31/05/2020","Santa Cruz de Tenerife","Tenerife",35,4,0
"1766","31/05/2020","Las Palmas","Gran Canaria",9,3,0
"1767","31/05/2020","Las Palmas","Fuerteventura",0,0,0
"1768","31/05/2020","Las Palmas","Lanzarote",2,0,0
"1769","31/05/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1770","31/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1771","31/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1772","31/07/2020","Santa Cruz de Tenerife","Tenerife",23,1,0
"1773","31/07/2020","Las Palmas","Gran Canaria",3,0,0
"1774","31/07/2020","Las Palmas","Fuerteventura",0,0,0
"1775","31/07/2020","Las Palmas","Lanzarote",0,1,0
"1776","31/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1777","31/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1778","31/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1779","31/08/2020","Santa Cruz de Tenerife","Tenerife",31,9,0
"1780","31/08/2020","Las Palmas","Gran Canaria",128,28,0
"1781","31/08/2020","Las Palmas","Fuerteventura",3,0,0
"1782","31/08/2020","Las Palmas","Lanzarote",13,1,0
"1783","31/08/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1784","31/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1785","31/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1786","31/10/2020","Santa Cruz de Tenerife","Tenerife",110,26,0
"1787","31/10/2020","Las Palmas","Gran Canaria",53,16,0
"1788","31/10/2020","Las Palmas","Fuerteventura",2,0,0
"1789","31/10/2020","Las Palmas","Lanzarote",0,1,0
"1790","31/10/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1791","31/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1792","31/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
