,Comunidad,Fecha,Fallecidos
2317,La Rioja,2020-09-02,373
2318,Andalucia,2020-09-03,1509
2319,Aragon,2020-09-03,1096
2320,Asturias,2020-09-03,335
2321,Baleares,2020-09-03,242
2322,Canarias,2020-09-03,178
2323,Cantabria,2020-09-03,224
2324,Castilla La Mancha,2020-09-03,3048
2325,Castilla y Leon,2020-09-03,2846
2326,Cataluña,2020-09-03,5758
2327,Ceuta,2020-09-03,5
2328,C.Valenciana,2020-09-03,1475
2329,Extremadura,2020-09-03,529
2330,Galicia,2020-09-03,649
2331,Madrid,2020-09-03,8692
2332,Melilla,2020-09-03,2
2333,Murcia,2020-09-03,157
2334,Navarra,2020-09-03,536
2335,Pais Vasco,2020-09-03,1580
2336,La Rioja,2020-09-03,373
2337,Andalucia,2020-09-04,1516
2338,Aragon,2020-09-04,1212
2339,Asturias,2020-09-04,335
2340,Baleares,2020-09-04,243
2341,Canarias,2020-09-04,179
2342,Cantabria,2020-09-04,225
2343,Castilla La Mancha,2020-09-04,3048
2344,Castilla y Leon,2020-09-04,2856
2345,Cataluña,2020-09-04,5761
2346,Ceuta,2020-09-04,5
2347,C.Valenciana,2020-09-04,1478
2348,Extremadura,2020-09-04,530
2349,Galicia,2020-09-04,652
2350,Madrid,2020-09-04,8728
2351,Melilla,2020-09-04,3
2352,Murcia,2020-09-04,157
2353,Navarra,2020-09-04,536
2354,Pais Vasco,2020-09-04,1580
2355,La Rioja,2020-09-04,374
2356,Andalucia,2020-09-07,1537
2357,Aragon,2020-09-07,1212
2358,Asturias,2020-09-07,337
2359,Baleares,2020-09-07,245
2360,Canarias,2020-09-07,185
2361,Cantabria,2020-09-07,226
2362,Castilla La Mancha,2020-09-07,3051
2363,Castilla y Leon,2020-09-07,2863
2364,Cataluña,2020-09-07,5769
2365,Ceuta,2020-09-07,5
2366,C.Valenciana,2020-09-07,1485
2367,Extremadura,2020-09-07,533
2368,Galicia,2020-09-07,660
2369,Madrid,2020-09-07,8748
2370,Melilla,2020-09-07,3
2371,Murcia,2020-09-07,160
2372,Navarra,2020-09-07,540
2373,Pais Vasco,2020-09-07,1580
2374,La Rioja,2020-09-07,377
2375,Andalucia,2020-09-08,1545
2376,Aragon,2020-09-08,1212
2377,Asturias,2020-09-08,338
2378,Baleares,2020-09-08,249
2379,Canarias,2020-09-08,187
2380,Cantabria,2020-09-08,227
2381,Castilla La Mancha,2020-09-08,3053
2382,Castilla y Leon,2020-09-08,2872
2383,Cataluña,2020-09-08,5770
2384,Ceuta,2020-09-08,6
2385,C.Valenciana,2020-09-08,1494
2386,Extremadura,2020-09-08,533
2387,Galicia,2020-09-08,662
2388,Madrid,2020-09-08,8780
2389,Melilla,2020-09-08,3
2390,Murcia,2020-09-08,162
2391,Navarra,2020-09-08,540
2392,Pais Vasco,2020-09-08,1582
2393,La Rioja,2020-09-08,379
2394,Andalucia,2020-09-09,1550
2395,Aragon,2020-09-09,1212
2396,Asturias,2020-09-09,338
2397,Baleares,2020-09-09,250
2398,Canarias,2020-09-09,189
2399,Cantabria,2020-09-09,227
2400,Castilla La Mancha,2020-09-09,3052
2401,Castilla y Leon,2020-09-09,2873
2402,Cataluña,2020-09-09,5773
2403,Ceuta,2020-09-09,6
2404,C.Valenciana,2020-09-09,1501
2405,Extremadura,2020-09-09,538
2406,Galicia,2020-09-09,663
2407,Madrid,2020-09-09,8782
2408,Melilla,2020-09-09,3
2409,Murcia,2020-09-09,164
2410,Navarra,2020-09-09,540
2411,Pais Vasco,2020-09-09,1587
2412,La Rioja,2020-09-09,380
2413,Andalucia,2020-09-10,1566
2414,Aragon,2020-09-10,1212
2415,Asturias,2020-09-10,338
2416,Baleares,2020-09-10,253
2417,Canarias,2020-09-10,189
2418,Cantabria,2020-09-10,227
2419,Castilla La Mancha,2020-09-10,3052
2420,Castilla y Leon,2020-09-10,2878
2421,Cataluña,2020-09-10,5773
2422,Ceuta,2020-09-10,7
2423,C.Valenciana,2020-09-10,1501
2424,Extremadura,2020-09-10,538
2425,Galicia,2020-09-10,670
2426,Madrid,2020-09-10,8817
2427,Melilla,2020-09-10,3
2428,Murcia,2020-09-10,167
2429,Navarra,2020-09-10,540
2430,Pais Vasco,2020-09-10,1587
2431,La Rioja,2020-09-10,381
2432,Andalucia,2020-09-11,1573
2433,Aragon,2020-09-11,1212
2434,Asturias,2020-09-11,338
2435,Baleares,2020-09-11,258
2436,Canarias,2020-09-11,189
2437,Cantabria,2020-09-11,227
2438,Castilla La Mancha,2020-09-11,3052
2439,Castilla y Leon,2020-09-11,2883
2440,Cataluña,2020-09-11,5780
2441,Ceuta,2020-09-11,7
2442,C.Valenciana,2020-09-11,1515
2443,Extremadura,2020-09-11,538
2444,Galicia,2020-09-11,674
2445,Madrid,2020-09-11,8818
2446,Melilla,2020-09-11,3
2447,Murcia,2020-09-11,169
2448,Navarra,2020-09-11,542
2449,Pais Vasco,2020-09-11,1587
2450,La Rioja,2020-09-11,382
2451,Andalucia,2020-09-14,1593
2452,Aragon,2020-09-14,1212
2453,Asturias,2020-09-14,339
2454,Baleares,2020-09-14,259
2455,Canarias,2020-09-14,194
2456,Cantabria,2020-09-14,227
2457,Castilla La Mancha,2020-09-14,3057
2458,Castilla y Leon,2020-09-14,2900
2459,Cataluña,2020-09-14,5780
2460,Ceuta,2020-09-14,8
2461,C.Valenciana,2020-09-14,1517
2462,Extremadura,2020-09-14,538
2463,Galicia,2020-09-14,687
2464,Madrid,2020-09-14,8843
2465,Melilla,2020-09-14,3
2466,Murcia,2020-09-14,173
2467,Navarra,2020-09-14,547
2468,Pais Vasco,2020-09-14,1587
2469,La Rioja,2020-09-14,384
2470,Andalucia,2020-09-15,1614
2471,Aragon,2020-09-15,1212
2472,Asturias,2020-09-15,340
2473,Baleares,2020-09-15,264
2474,Canarias,2020-09-15,200
2475,Cantabria,2020-09-15,227
2476,Castilla La Mancha,2020-09-15,3058
2477,Castilla y Leon,2020-09-15,2912
2478,Cataluña,2020-09-15,5780
2479,Ceuta,2020-09-15,8
2480,C.Valenciana,2020-09-15,1521
2481,Extremadura,2020-09-15,538
2482,Galicia,2020-09-15,692
2483,Madrid,2020-09-15,8925
2484,Melilla,2020-09-15,4
2485,Murcia,2020-09-15,178
2486,Navarra,2020-09-15,548
2487,Pais Vasco,2020-09-15,1596
2488,La Rioja,2020-09-15,387
2489,Andalucia,2020-09-16,1631
2490,Aragon,2020-09-16,1212
2491,Asturias,2020-09-16,340
2492,Baleares,2020-09-16,268
2493,Canarias,2020-09-16,205
2494,Cantabria,2020-09-16,228
2495,Castilla La Mancha,2020-09-16,3059
2496,Castilla y Leon,2020-09-16,2920
2497,Cataluña,2020-09-16,5787
2498,Ceuta,2020-09-16,9
2499,C.Valenciana,2020-09-16,1531
2500,Extremadura,2020-09-16,540
2501,Galicia,2020-09-16,695
2502,Madrid,2020-09-16,8955
2503,Melilla,2020-09-16,4
2504,Murcia,2020-09-16,178
2505,Navarra,2020-09-16,549
2506,Pais Vasco,2020-09-16,1745
2507,La Rioja,2020-09-16,387
2508,Andalucia,2020-09-17,1656
2509,Aragon,2020-09-17,1302
2510,Asturias,2020-09-17,341
2511,Baleares,2020-09-17,269
2512,Canarias,2020-09-17,207
2513,Cantabria,2020-09-17,228
2514,Castilla La Mancha,2020-09-17,3062
2515,Castilla y Leon,2020-09-17,2925
2516,Cataluña,2020-09-17,5796
2517,Ceuta,2020-09-17,9
2518,C.Valenciana,2020-09-17,1534
2519,Extremadura,2020-09-17,540
2520,Galicia,2020-09-17,698
2521,Madrid,2020-09-17,8970
2522,Melilla,2020-09-17,4
2523,Murcia,2020-09-17,178
2524,Navarra,2020-09-17,550
2525,Pais Vasco,2020-09-17,1745
2526,La Rioja,2020-09-17,391
2527,Andalucia,2020-09-18,1662
2528,Aragon,2020-09-18,1302
2529,Asturias,2020-09-18,341
2530,Baleares,2020-09-18,270
2531,Canarias,2020-09-18,209
2532,Cantabria,2020-09-18,231
2533,Castilla La Mancha,2020-09-18,3065
2534,Castilla y Leon,2020-09-18,2931
2535,Cataluña,2020-09-18,5797
2536,Ceuta,2020-09-18,9
2537,C.Valenciana,2020-09-18,1541
2538,Extremadura,2020-09-18,544
2539,Galicia,2020-09-18,702
2540,Madrid,2020-09-18,8999
2541,Melilla,2020-09-18,4
2542,Murcia,2020-09-18,193
2543,Navarra,2020-09-18,553
2544,Pais Vasco,2020-09-18,1749
2545,La Rioja,2020-09-18,393
2546,Andalucia,2020-09-21,1690
2547,Aragon,2020-09-21,1335
2548,Asturias,2020-09-21,341
2549,Baleares,2020-09-21,277
2550,Canarias,2020-09-21,214
2551,Cantabria,2020-09-21,232
2552,Castilla La Mancha,2020-09-21,3071
2553,Castilla y Leon,2020-09-21,2948
2554,Cataluña,2020-09-21,5802
2555,Ceuta,2020-09-21,10
2556,C.Valenciana,2020-09-21,1550
2557,Extremadura,2020-09-21,549
2558,Galicia,2020-09-21,718
2559,Madrid,2020-09-21,9023
2560,Melilla,2020-09-21,4
2561,Murcia,2020-09-21,193
2562,Navarra,2020-09-21,556
2563,Pais Vasco,2020-09-21,1751
2564,La Rioja,2020-09-21,399
2565,Andalucia,2020-09-22,1702
2566,Aragon,2020-09-22,1335
2567,Asturias,2020-09-22,342
2568,Baleares,2020-09-22,279
2569,Canarias,2020-09-22,216
2570,Cantabria,2020-09-22,232
2571,Castilla La Mancha,2020-09-22,3075
2572,Castilla y Leon,2020-09-22,2965
2573,Cataluña,2020-09-22,5808
2574,Ceuta,2020-09-22,10
2575,C.Valenciana,2020-09-22,1553
2576,Extremadura,2020-09-22,550
2577,Galicia,2020-09-22,720
2578,Madrid,2020-09-22,9129
2579,Melilla,2020-09-22,4
2580,Murcia,2020-09-22,195
2581,Navarra,2020-09-22,561
2582,Pais Vasco,2020-09-22,1824
2583,La Rioja,2020-09-22,404
2584,Andalucia,2020-09-23,1714
2585,Aragon,2020-09-23,1360
2586,Asturias,2020-09-23,342
2587,Baleares,2020-09-23,285
2588,Canarias,2020-09-23,218
2589,Cantabria,2020-09-23,232
2590,Castilla La Mancha,2020-09-23,3080
2591,Castilla y Leon,2020-09-23,2970
2592,Cataluña,2020-09-23,5823
2593,Ceuta,2020-09-23,10
2594,C.Valenciana,2020-09-23,1566
2595,Extremadura,2020-09-23,557
2596,Galicia,2020-09-23,721
2597,Madrid,2020-09-23,9161
2598,Melilla,2020-09-23,4
2599,Murcia,2020-09-23,197
2600,Navarra,2020-09-23,562
2601,Pais Vasco,2020-09-23,1825
2602,La Rioja,2020-09-23,407
2603,Andalucia,2020-09-24,1714
2604,Aragon,2020-09-24,1360
2605,Asturias,2020-09-24,342
2606,Baleares,2020-09-24,286
2607,Canarias,2020-09-24,218
2608,Cantabria,2020-09-24,232
2609,Castilla La Mancha,2020-09-24,3093
2610,Castilla y Leon,2020-09-24,2988
2611,Cataluña,2020-09-24,5824
2612,Ceuta,2020-09-24,10
2613,C.Valenciana,2020-09-24,1574
2614,Extremadura,2020-09-24,562
2615,Galicia,2020-09-24,723
2616,Madrid,2020-09-24,9190
2617,Melilla,2020-09-24,4
2618,Murcia,2020-09-24,200
2619,Navarra,2020-09-24,562
2620,Pais Vasco,2020-09-24,1828
2621,La Rioja,2020-09-24,408
2622,Andalucia,2020-09-25,1744
2623,Aragon,2020-09-25,1360
2624,Asturias,2020-09-25,343
2625,Baleares,2020-09-25,287
2626,Canarias,2020-09-25,220
2627,Cantabria,2020-09-25,233
2628,Castilla La Mancha,2020-09-25,3111
2629,Castilla y Leon,2020-09-25,2994
2630,Cataluña,2020-09-25,5829
2631,Ceuta,2020-09-25,10
2632,C.Valenciana,2020-09-25,1583
2633,Extremadura,2020-09-25,564
2634,Galicia,2020-09-25,726
2635,Madrid,2020-09-25,9213
2636,Melilla,2020-09-25,4
2637,Murcia,2020-09-25,201
2638,Navarra,2020-09-25,563
2639,Pais Vasco,2020-09-25,1838
2640,La Rioja,2020-09-25,409
2641,Andalucia,2020-09-28,1780
2642,Aragon,2020-09-28,1360
2643,Asturias,2020-09-28,344
2644,Baleares,2020-09-28,289
2645,Canarias,2020-09-28,232
2646,Cantabria,2020-09-28,234
2647,Castilla La Mancha,2020-09-28,3135
2648,Castilla y Leon,2020-09-28,3020
2649,Cataluña,2020-09-28,5835
2650,Ceuta,2020-09-28,10
2651,C.Valenciana,2020-09-28,1587
2652,Extremadura,2020-09-28,570
2653,Galicia,2020-09-28,733
2654,Madrid,2020-09-28,9246
2655,Melilla,2020-09-28,4
2656,Murcia,2020-09-28,202
2657,Navarra,2020-09-28,569
2658,Pais Vasco,2020-09-28,1848
2659,La Rioja,2020-09-28,413
2660,Andalucia,2020-09-29,1805
2661,Aragon,2020-09-29,1360
2662,Asturias,2020-09-29,344
2663,Baleares,2020-09-29,291
2664,Canarias,2020-09-29,232
2665,Cantabria,2020-09-29,234
2666,Castilla La Mancha,2020-09-29,3152
2667,Castilla y Leon,2020-09-29,3032
2668,Cataluña,2020-09-29,5837
2669,Ceuta,2020-09-29,10
2670,C.Valenciana,2020-09-29,1595
2671,Extremadura,2020-09-29,574
2672,Galicia,2020-09-29,734
2673,Madrid,2020-09-29,9353
2674,Melilla,2020-09-29,4
2675,Murcia,2020-09-29,211
2676,Navarra,2020-09-29,571
2677,Pais Vasco,2020-09-29,1860
2678,La Rioja,2020-09-29,415
2679,Andalucia,2020-09-30,1827
2680,Aragon,2020-09-30,1360
2681,Asturias,2020-09-30,346
2682,Baleares,2020-09-30,297
2683,Canarias,2020-09-30,232
2684,Cantabria,2020-09-30,235
2685,Castilla La Mancha,2020-09-30,3178
2686,Castilla y Leon,2020-09-30,3053
2687,Cataluña,2020-09-30,5838
2688,Ceuta,2020-09-30,10
2689,C.Valenciana,2020-09-30,1600
2690,Extremadura,2020-09-30,577
2691,Galicia,2020-09-30,739
2692,Madrid,2020-09-30,9409
2693,Melilla,2020-09-30,4
2694,Murcia,2020-09-30,213
2695,Navarra,2020-09-30,573
2696,Pais Vasco,2020-09-30,1883
2697,La Rioja,2020-09-30,417
2698,Andalucia,2020-10-01,1845
2699,Aragon,2020-10-01,1411
2700,Asturias,2020-10-01,349
2701,Baleares,2020-10-01,299
2702,Canarias,2020-10-01,232
2703,Cantabria,2020-10-01,235
2704,Castilla La Mancha,2020-10-01,3196
2705,Castilla y Leon,2020-10-01,3064
2706,Cataluña,2020-10-01,5847
2707,Ceuta,2020-10-01,10
2708,C.Valenciana,2020-10-01,1607
2709,Extremadura,2020-10-01,581
2710,Galicia,2020-10-01,746
2711,Madrid,2020-10-01,9450
2712,Melilla,2020-10-01,4
2713,Murcia,2020-10-01,215
2714,Navarra,2020-10-01,574
2715,Pais Vasco,2020-10-01,1889
2716,La Rioja,2020-10-01,419
2717,Andalucia,2020-10-02,1867
2718,Aragon,2020-10-02,1411
2719,Asturias,2020-10-02,349
2720,Baleares,2020-10-02,300
2721,Canarias,2020-10-02,236
2722,Cantabria,2020-10-02,235
2723,Castilla La Mancha,2020-10-02,3211
2724,Castilla y Leon,2020-10-02,3076
2725,Cataluña,2020-10-02,5851
2726,Ceuta,2020-10-02,10
2727,C.Valenciana,2020-10-02,1613
2728,Extremadura,2020-10-02,590
2729,Galicia,2020-10-02,748
2730,Madrid,2020-10-02,9473
2731,Melilla,2020-10-02,5
2732,Murcia,2020-10-02,218
2733,Navarra,2020-10-02,578
2734,Pais Vasco,2020-10-02,1894
2735,La Rioja,2020-10-02,421
2736,Andalucia,2020-10-05,1885
2737,Aragon,2020-10-05,1411
2738,Asturias,2020-10-05,350
2739,Baleares,2020-10-05,304
2740,Canarias,2020-10-05,237
2741,Cantabria,2020-10-05,237
2742,Castilla La Mancha,2020-10-05,3220
2743,Castilla y Leon,2020-10-05,3108
2744,Cataluña,2020-10-05,5853
2745,Ceuta,2020-10-05,11
2746,C.Valenciana,2020-10-05,1617
2747,Extremadura,2020-10-05,600
2748,Galicia,2020-10-05,758
2749,Madrid,2020-10-05,9502
2750,Melilla,2020-10-05,5
2751,Murcia,2020-10-05,223
2752,Navarra,2020-10-05,583
2753,Pais Vasco,2020-10-05,1896
2754,La Rioja,2020-10-05,425
2755,Andalucia,2020-10-06,1933
2756,Aragon,2020-10-06,1411
2757,Asturias,2020-10-06,350
2758,Baleares,2020-10-06,309
2759,Canarias,2020-10-06,239
2760,Cantabria,2020-10-06,237
2761,Castilla La Mancha,2020-10-06,3225
2762,Castilla y Leon,2020-10-06,3129
2763,Cataluña,2020-10-06,5858
2764,Ceuta,2020-10-06,11
2765,C.Valenciana,2020-10-06,1623
2766,Extremadura,2020-10-06,608
2767,Galicia,2020-10-06,766
2768,Madrid,2020-10-06,9628
2769,Melilla,2020-10-06,5
2770,Murcia,2020-10-06,223
2771,Navarra,2020-10-06,600
2772,Pais Vasco,2020-10-06,1906
2773,La Rioja,2020-10-06,425
2774,Andalucia,2020-10-07,1941
2775,Aragon,2020-10-07,1411
2776,Asturias,2020-10-07,351
2777,Baleares,2020-10-07,310
2778,Canarias,2020-10-07,239
2779,Cantabria,2020-10-07,237
2780,Castilla La Mancha,2020-10-07,3235
2781,Castilla y Leon,2020-10-07,3149
2782,Cataluña,2020-10-07,5861
2783,Ceuta,2020-10-07,11
2784,C.Valenciana,2020-10-07,1634
2785,Extremadura,2020-10-07,617
2786,Galicia,2020-10-07,768
2787,Madrid,2020-10-07,9634
2788,Melilla,2020-10-07,6
2789,Murcia,2020-10-07,224
2790,Navarra,2020-10-07,603
2791,Pais Vasco,2020-10-07,1906
2792,La Rioja,2020-10-07,425
2793,Andalucia,2020-10-08,1965
2794,Aragon,2020-10-08,1412
2795,Asturias,2020-10-08,351
2796,Baleares,2020-10-08,313
2797,Canarias,2020-10-08,240
2798,Cantabria,2020-10-08,237
2799,Castilla La Mancha,2020-10-08,3244
2800,Castilla y Leon,2020-10-08,3179
2801,Cataluña,2020-10-08,5865
2802,Ceuta,2020-10-08,11
2803,C.Valenciana,2020-10-08,1640
2804,Extremadura,2020-10-08,621
2805,Galicia,2020-10-08,773
2806,Madrid,2020-10-08,9637
2807,Melilla,2020-10-08,6
2808,Murcia,2020-10-08,226
2809,Navarra,2020-10-08,607
2810,Pais Vasco,2020-10-08,1936
2811,La Rioja,2020-10-08,425
2812,Andalucia,2020-10-09,1979
2813,Aragon,2020-10-09,1470
2814,Asturias,2020-10-09,354
2815,Baleares,2020-10-09,316
2816,Canarias,2020-10-09,241
2817,Cantabria,2020-10-09,237
2818,Castilla La Mancha,2020-10-09,3254
2819,Castilla y Leon,2020-10-09,3199
2820,Cataluña,2020-10-09,5875
2821,Ceuta,2020-10-09,11
2822,C.Valenciana,2020-10-09,1644
2823,Extremadura,2020-10-09,622
2824,Galicia,2020-10-09,777
2825,Madrid,2020-10-09,9739
2826,Melilla,2020-10-09,6
2827,Murcia,2020-10-09,231
2828,Navarra,2020-10-09,611
2829,Pais Vasco,2020-10-09,1937
2830,La Rioja,2020-10-09,426
2831,Andalucia,2020-10-12,2020
2832,Aragon,2020-10-12,1481
2833,Asturias,2020-10-12,356
2834,Baleares,2020-10-12,316
2835,Canarias,2020-10-12,247
2836,Cantabria,2020-10-12,237
2837,Castilla La Mancha,2020-10-12,3266
2838,Castilla y Leon,2020-10-12,3232
2839,Cataluña,2020-10-12,5883
2840,Ceuta,2020-10-12,12
2841,C.Valenciana,2020-10-12,1645
2842,Extremadura,2020-10-12,630
2843,Galicia,2020-10-12,785
2844,Madrid,2020-10-12,9786
2845,Melilla,2020-10-12,8
2846,Murcia,2020-10-12,236
2847,Navarra,2020-10-12,618
2848,Pais Vasco,2020-10-12,1937
2849,La Rioja,2020-10-12,429
2850,Andalucia,2020-10-13,2020
2851,Aragon,2020-10-13,1485
2852,Asturias,2020-10-13,357
2853,Baleares,2020-10-13,316
2854,Canarias,2020-10-13,248
2855,Cantabria,2020-10-13,240
2856,Castilla La Mancha,2020-10-13,3267
2857,Castilla y Leon,2020-10-13,3241
2858,Cataluña,2020-10-13,5883
2859,Ceuta,2020-10-13,12
2860,C.Valenciana,2020-10-13,1647
2861,Extremadura,2020-10-13,632
2862,Galicia,2020-10-13,790
2863,Madrid,2020-10-13,9789
2864,Melilla,2020-10-13,9
2865,Murcia,2020-10-13,239
2866,Navarra,2020-10-13,625
2867,Pais Vasco,2020-10-13,1974
2868,La Rioja,2020-10-13,430
2869,Andalucia,2020-10-14,2053
2870,Aragon,2020-10-14,1495
2871,Asturias,2020-10-14,361
2872,Baleares,2020-10-14,321
2873,Canarias,2020-10-14,250
2874,Cantabria,2020-10-14,240
2875,Castilla La Mancha,2020-10-14,3277
2876,Castilla y Leon,2020-10-14,3280
2877,Cataluña,2020-10-14,5890
2878,Ceuta,2020-10-14,12
2879,C.Valenciana,2020-10-14,1663
2880,Extremadura,2020-10-14,637
2881,Galicia,2020-10-14,800
2882,Madrid,2020-10-14,9837
2883,Melilla,2020-10-14,9
2884,Murcia,2020-10-14,253
2885,Navarra,2020-10-14,627
2886,Pais Vasco,2020-10-14,1973
2887,La Rioja,2020-10-14,435
2888,Andalucia,2020-10-15,2065
2889,Aragon,2020-10-15,1501
2890,Asturias,2020-10-15,364
2891,Baleares,2020-10-15,325
2892,Canarias,2020-10-15,250
2893,Cantabria,2020-10-15,240
2894,Castilla La Mancha,2020-10-15,3304
2895,Castilla y Leon,2020-10-15,3297
2896,Cataluña,2020-10-15,5895
2897,Ceuta,2020-10-15,12
2898,C.Valenciana,2020-10-15,1673
2899,Extremadura,2020-10-15,642
2900,Galicia,2020-10-15,805
2901,Madrid,2020-10-15,9876
2902,Melilla,2020-10-15,9
2903,Murcia,2020-10-15,254
2904,Navarra,2020-10-15,633
2905,Pais Vasco,2020-10-15,1974
2906,La Rioja,2020-10-15,434
2907,Andalucia,2020-10-16,2094
2908,Aragon,2020-10-16,1508
2909,Asturias,2020-10-16,365
2910,Baleares,2020-10-16,327
2911,Canarias,2020-10-16,251
2912,Cantabria,2020-10-16,242
2913,Castilla La Mancha,2020-10-16,3322
2914,Castilla y Leon,2020-10-16,3307
2915,Cataluña,2020-10-16,5909
2916,Ceuta,2020-10-16,12
2917,C.Valenciana,2020-10-16,1680
2918,Extremadura,2020-10-16,646
2919,Galicia,2020-10-16,812
2920,Madrid,2020-10-16,9979
2921,Melilla,2020-10-16,10
2922,Murcia,2020-10-16,257
2923,Navarra,2020-10-16,639
2924,Pais Vasco,2020-10-16,1979
2925,La Rioja,2020-10-16,436
2926,Andalucia,2020-10-19,2137
2927,Aragon,2020-10-19,1528
2928,Asturias,2020-10-19,371
2929,Baleares,2020-10-19,327
2930,Canarias,2020-10-19,257
2931,Cantabria,2020-10-19,247
2932,Castilla La Mancha,2020-10-19,3330
2933,Castilla y Leon,2020-10-19,3346
2934,Cataluña,2020-10-19,5913
2935,Ceuta,2020-10-19,13
2936,C.Valenciana,2020-10-19,1685
2937,Extremadura,2020-10-19,651
2938,Galicia,2020-10-19,825
2939,Madrid,2020-10-19,10014
2940,Melilla,2020-10-19,10
2941,Murcia,2020-10-19,261
2942,Navarra,2020-10-19,652
2943,Pais Vasco,2020-10-19,1986
2944,La Rioja,2020-10-19,439
2945,Andalucia,2020-10-20,2176
2946,Aragon,2020-10-20,1541
2947,Asturias,2020-10-20,371
2948,Baleares,2020-10-20,332
2949,Canarias,2020-10-20,259
2950,Cantabria,2020-10-20,247
2951,Castilla La Mancha,2020-10-20,3331
2952,Castilla y Leon,2020-10-20,3380
2953,Cataluña,2020-10-20,5919
2954,Ceuta,2020-10-20,13
2955,C.Valenciana,2020-10-20,1687
2956,Extremadura,2020-10-20,656
2957,Galicia,2020-10-20,834
2958,Madrid,2020-10-20,10059
2959,Melilla,2020-10-20,11
2960,Murcia,2020-10-20,270
2961,Navarra,2020-10-20,657
2962,Pais Vasco,2020-10-20,2027
2963,La Rioja,2020-10-20,440
2964,Andalucia,2020-10-21,2182
2965,Aragon,2020-10-21,1543
2966,Asturias,2020-10-21,377
2967,Baleares,2020-10-21,336
2968,Canarias,2020-10-21,265
2969,Cantabria,2020-10-21,247
2970,Castilla La Mancha,2020-10-21,3333
2971,Castilla y Leon,2020-10-21,3400
2972,Cataluña,2020-10-21,5927
2973,Ceuta,2020-10-21,13
2974,C.Valenciana,2020-10-21,1702
2975,Extremadura,2020-10-21,660
2976,Galicia,2020-10-21,842
2977,Madrid,2020-10-21,10123
2978,Melilla,2020-10-21,11
2979,Murcia,2020-10-21,274
2980,Navarra,2020-10-21,664
2981,Pais Vasco,2020-10-21,2027
2982,La Rioja,2020-10-21,440
2983,Andalucia,2020-10-22,2183
2984,Aragon,2020-10-22,1559
2985,Asturias,2020-10-22,383
2986,Baleares,2020-10-22,344
2987,Canarias,2020-10-22,266
2988,Cantabria,2020-10-22,248
2989,Castilla La Mancha,2020-10-22,3336
2990,Castilla y Leon,2020-10-22,3421
2991,Cataluña,2020-10-22,5958
2992,Ceuta,2020-10-22,13
2993,C.Valenciana,2020-10-22,1709
2994,Extremadura,2020-10-22,670
2995,Galicia,2020-10-22,850
2996,Madrid,2020-10-22,10155
2997,Melilla,2020-10-22,11
2998,Murcia,2020-10-22,279
2999,Navarra,2020-10-22,666
3000,Pais Vasco,2020-10-22,2029
3001,La Rioja,2020-10-22,441
3002,Andalucia,2020-10-23,2270
3003,Aragon,2020-10-23,1566
3004,Asturias,2020-10-23,391
3005,Baleares,2020-10-23,352
3006,Canarias,2020-10-23,267
3007,Cantabria,2020-10-23,248
3008,Castilla La Mancha,2020-10-23,3338
3009,Castilla y Leon,2020-10-23,3446
3010,Cataluña,2020-10-23,5960
3011,Ceuta,2020-10-23,13
3012,C.Valenciana,2020-10-23,1719
3013,Extremadura,2020-10-23,676
3014,Galicia,2020-10-23,859
3015,Madrid,2020-10-23,10211
3016,Melilla,2020-10-23,11
3017,Murcia,2020-10-23,283
3018,Navarra,2020-10-23,668
3019,Pais Vasco,2020-10-23,2032
3020,La Rioja,2020-10-23,442
3021,Andalucia,2020-10-26,2314
3022,Aragon,2020-10-26,1598
3023,Asturias,2020-10-26,409
3024,Baleares,2020-10-26,356
3025,Canarias,2020-10-26,270
3026,Cantabria,2020-10-26,248
3027,Castilla La Mancha,2020-10-26,3349
3028,Castilla y Leon,2020-10-26,3502
3029,Cataluña,2020-10-26,5961
3030,Ceuta,2020-10-26,16
3031,C.Valenciana,2020-10-26,1727
3032,Extremadura,2020-10-26,687
3033,Galicia,2020-10-26,882
3034,Madrid,2020-10-26,10247
3035,Melilla,2020-10-26,11
3036,Murcia,2020-10-26,288
3037,Navarra,2020-10-26,675
3038,Pais Vasco,2020-10-26,2038
3039,La Rioja,2020-10-26,453
3040,Andalucia,2020-10-27,2370
3041,Aragon,2020-10-27,1613
3042,Asturias,2020-10-27,414
3043,Baleares,2020-10-27,357
3044,Canarias,2020-10-27,273
3045,Cantabria,2020-10-27,250
3046,Castilla La Mancha,2020-10-27,3367
3047,Castilla y Leon,2020-10-27,3528
3048,Cataluña,2020-10-27,5968
3049,Ceuta,2020-10-27,16
3050,C.Valenciana,2020-10-27,1737
3051,Extremadura,2020-10-27,697
3052,Galicia,2020-10-27,884
3053,Madrid,2020-10-27,10327
3054,Melilla,2020-10-27,11
3055,Murcia,2020-10-27,299
3056,Navarra,2020-10-27,687
3057,Pais Vasco,2020-10-27,2046
3058,La Rioja,2020-10-27,454
3059,Andalucia,2020-10-28,2402
3060,Aragon,2020-10-28,1620
3061,Asturias,2020-10-28,419
3062,Baleares,2020-10-28,357
3063,Canarias,2020-10-28,277
3064,Cantabria,2020-10-28,251
3065,Castilla La Mancha,2020-10-28,3383
3066,Castilla y Leon,2020-10-28,3549
3067,Cataluña,2020-10-28,5972
3068,Ceuta,2020-10-28,16
3069,C.Valenciana,2020-10-28,1751
3070,Extremadura,2020-10-28,701
